idx,rep,seed,run_timestamp,exit_code,miss_ratio,byte_miss_ratio,throughput_mqps,trace_file,cache_ratio,config
1,1,101,1063_scalegrid_noprior_20260203_001_r01,0,0.369164,0.332407,0.01,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=SAC LOH_SCORE_USE_COMPOUND=1 LOH_FEATURE_LOG1P=1 LOH_ENABLE_FEATURE_NORMALIZATION=1 LOH_USE_SOFTMAX=1 LOH_SOFTMAX_TEMP=0.3 LOH_ACTION_BOUND=1.0 LOH_ACTION_SCALE=8.0 LOH_INCLUDE_CACHE_FEATURES=1 LOH_INCLUDE_HIT_MISS_FEATURES=1 LOH_MISS_RATIO_WEIGHT=1.0 LOH_REWARD_SCALE=1.0 RL_UPDATE_INTERVAL=200"
2,1,201,1063_scalegrid_noprior_20260203_002_r01,0,0.369875,0.334487,0.01,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=SAC LOH_SCORE_USE_COMPOUND=1 LOH_FEATURE_LOG1P=1 LOH_ENABLE_FEATURE_NORMALIZATION=1 LOH_USE_SOFTMAX=1 LOH_SOFTMAX_TEMP=0.3 LOH_ACTION_BOUND=1.0 LOH_ACTION_SCALE=10.0 LOH_INCLUDE_CACHE_FEATURES=1 LOH_INCLUDE_HIT_MISS_FEATURES=1 LOH_MISS_RATIO_WEIGHT=1.0 LOH_REWARD_SCALE=1.0 RL_UPDATE_INTERVAL=200"
3,1,301,1063_scalegrid_noprior_20260203_003_r01,0,0.369592,0.334304,0.01,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=SAC LOH_SCORE_USE_COMPOUND=1 LOH_FEATURE_LOG1P=1 LOH_ENABLE_FEATURE_NORMALIZATION=1 LOH_USE_SOFTMAX=1 LOH_SOFTMAX_TEMP=0.3 LOH_ACTION_BOUND=1.0 LOH_ACTION_SCALE=14.0 LOH_INCLUDE_CACHE_FEATURES=1 LOH_INCLUDE_HIT_MISS_FEATURES=1 LOH_MISS_RATIO_WEIGHT=1.0 LOH_REWARD_SCALE=1.0 RL_UPDATE_INTERVAL=200"
4,1,401,1063_scalegrid_noprior_20260203_004_r01,0,0.370026,0.334536,0.01,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=SAC LOH_SCORE_USE_COMPOUND=1 LOH_FEATURE_LOG1P=1 LOH_ENABLE_FEATURE_NORMALIZATION=1 LOH_USE_SOFTMAX=1 LOH_SOFTMAX_TEMP=0.3 LOH_ACTION_BOUND=2.0 LOH_ACTION_SCALE=12.0 LOH_INCLUDE_CACHE_FEATURES=1 LOH_INCLUDE_HIT_MISS_FEATURES=1 LOH_MISS_RATIO_WEIGHT=1.0 LOH_REWARD_SCALE=1.0 RL_UPDATE_INTERVAL=200"
