algo,exclude_recent_steps,trace,status,rc,final_mr,final_bmr,final_mqps,log_path
DQN,2000,1063,ok,0,0.288053,0.308826,0.07,tmp/rl_algo_smoke_sac_dqn_1063_0318/1063_DQN_ex2000_cache01_0318_020105.log
