step,w0,w1,w2,w3,w4,w5,w6
1,0.28465915,0.22444731,0.20367587,0.09045808,0.1449787,0.05178083,0.0
2,0.14252943,0.0662206,0.12122793,0.26336068,0.10295875,0.30370268,0.0
3,0.15228157,0.21397693,0.28454015,0.13480975,0.1529072,0.06148434,0.0
4,0.2973747,0.15609531,0.16548944,0.28473282,0.0467105,0.04959718,0.0
5,0.33162004,0.1048638,0.08643376,0.34166235,0.0800247,0.05539533,0.0
6,0.1439369,0.20827031,0.11634406,0.1442122,0.19870886,0.18852766,0.0
7,0.21361107,0.15926923,0.23507911,0.19817291,0.07568779,0.11817994,0.0
8,0.14321864,0.12437253,0.35581142,0.1140192,0.20045657,0.06212157,0.0
9,0.42437115,0.10152314,0.10375159,0.08618409,0.11257289,0.17159717,0.0
10,0.13849266,0.10887001,0.22544932,0.1124166,0.29245183,0.12231959,0.0
11,0.22989081,0.16262554,0.09765618,0.09810116,0.07304741,0.33867893,0.0
12,0.07937425,0.17261429,0.22643784,0.22107619,0.18872628,0.11177125,0.0
13,0.06224445,0.08086402,0.31323162,0.08051524,0.30538666,0.15775801,0.0
14,0.27779108,0.1733548,0.05019754,0.16216381,0.12378126,0.21271156,0.0
15,0.31687686,0.06139491,0.2682723,0.12584862,0.14182484,0.08578249,0.0
16,0.30560604,0.10769618,0.06518765,0.20244424,0.14420155,0.17486434,0.0
17,0.29811868,0.1570207,0.19819859,0.07024653,0.21761869,0.05879683,0.0
18,0.3775768,0.09197687,0.12353539,0.07457813,0.2134678,0.11886504,0.0
19,0.10733556,0.16555639,0.1886086,0.10429206,0.2030992,0.23110822,0.0
20,0.04873574,0.14676978,0.05466551,0.32296547,0.18339862,0.24346487,0.0
21,0.07403667,0.07731804,0.07426639,0.28796378,0.23666084,0.24975432,0.0
22,0.3177993,0.1541777,0.11921129,0.25998688,0.05846402,0.09036085,0.0
23,0.06866098,0.11300368,0.20463645,0.1370659,0.32851866,0.14811432,0.0
24,0.09918161,0.31915358,0.1616025,0.11134988,0.23444617,0.07426623,0.0
25,0.18739857,0.09765706,0.18417308,0.18385974,0.072406,0.27450562,0.0
26,0.16093525,0.31340912,0.23679097,0.0646893,0.16933796,0.05483745,0.0
27,0.2667872,0.14968747,0.255856,0.22821933,0.04540495,0.05404498,0.0
28,0.24330474,0.10714307,0.28342193,0.04671858,0.08008184,0.23932983,0.0
29,0.24248344,0.24208803,0.126682,0.18561397,0.10884275,0.09428973,0.0
30,0.14170821,0.24112946,0.24274258,0.08705565,0.21161762,0.07574639,0.0
31,0.10693317,0.26295757,0.14869714,0.12271687,0.17074038,0.18795489,0.0
