trace,mode,include_hit_miss,include_cache,include_candidate,include_topk,include_avgtopk,include_request,rl_state_use_missratio,miss_ratio,byte_miss_ratio,throughput_mqps,exit_code,run_timestamp,base_config
meta_reag,compound=1,0,0,0,0,1,1,0,0.368168,0.225577,0.01,0,bestcfg_statecombo_3t_3m_20260207_000001__meta_reag__c006_002_r01,LOH_SCORE_USE_COMPOUND=1 LOH_SCORE_USE_IRT=1 LOH_USE_SOFTMAX=1 LOH_USE_HEURISTIC_SIGNS=0
meta_reag,compound=1,0,0,1,0,0,0,0,0.368168,0.224866,0.01,0,bestcfg_statecombo_3t_3m_20260207_000001__meta_reag__c007_002_r01,LOH_SCORE_USE_COMPOUND=1 LOH_SCORE_USE_IRT=1 LOH_USE_SOFTMAX=1 LOH_USE_HEURISTIC_SIGNS=0
meta_reag,compound=1,1,0,0,0,0,0,0,0.368168,0.225463,0.01,0,bestcfg_statecombo_3t_3m_20260207_000001__meta_reag__c025_002_r01,LOH_SCORE_USE_COMPOUND=1 LOH_SCORE_USE_IRT=1 LOH_USE_SOFTMAX=1 LOH_USE_HEURISTIC_SIGNS=0
meta_reag,compound=1,1,0,0,0,0,1,0,0.368168,0.225523,0.01,0,bestcfg_statecombo_3t_3m_20260207_000001__meta_reag__c028_002_r01,LOH_SCORE_USE_COMPOUND=1 LOH_SCORE_USE_IRT=1 LOH_USE_SOFTMAX=1 LOH_USE_HEURISTIC_SIGNS=0
meta_reag,compound=1,0,1,1,0,0,0,0,0.368171,0.225359,0.01,0,bestcfg_statecombo_3t_3m_20260207_000001__meta_reag__c019_002_r01,LOH_SCORE_USE_COMPOUND=1 LOH_SCORE_USE_IRT=1 LOH_USE_SOFTMAX=1 LOH_USE_HEURISTIC_SIGNS=0
meta_reag,compound=1,0,1,1,1,0,0,0,0.368171,0.225391,0.01,0,bestcfg_statecombo_3t_3m_20260207_000001__meta_reag__c020_002_r01,LOH_SCORE_USE_COMPOUND=1 LOH_SCORE_USE_IRT=1 LOH_USE_SOFTMAX=1 LOH_USE_HEURISTIC_SIGNS=0
meta_reag,compound=1,1,0,0,0,1,0,0,0.368171,0.225329,0.01,0,bestcfg_statecombo_3t_3m_20260207_000001__meta_reag__c027_002_r01,LOH_SCORE_USE_COMPOUND=1 LOH_SCORE_USE_IRT=1 LOH_USE_SOFTMAX=1 LOH_USE_HEURISTIC_SIGNS=0
meta_reag,compound=1,1,1,0,0,1,0,0,0.368184,0.224897,0.01,0,bestcfg_statecombo_3t_3m_20260207_000001__meta_reag__c039_002_r01,LOH_SCORE_USE_COMPOUND=1 LOH_SCORE_USE_IRT=1 LOH_USE_SOFTMAX=1 LOH_USE_HEURISTIC_SIGNS=0
meta_reag,compound=1,1,0,1,0,0,0,0,0.368185,0.224951,0.01,0,bestcfg_statecombo_3t_3m_20260207_000001__meta_reag__c031_002_r01,LOH_SCORE_USE_COMPOUND=1 LOH_SCORE_USE_IRT=1 LOH_USE_SOFTMAX=1 LOH_USE_HEURISTIC_SIGNS=0
meta_reag,compound=1,0,0,1,0,1,0,0,0.368186,0.225004,0.01,0,bestcfg_statecombo_3t_3m_20260207_000001__meta_reag__c009_002_r01,LOH_SCORE_USE_COMPOUND=1 LOH_SCORE_USE_IRT=1 LOH_USE_SOFTMAX=1 LOH_USE_HEURISTIC_SIGNS=0
