step,w0,w1,w2,w3,w4,w5,w6
1,0.08619709,0.10089484,0.20662199,0.16492938,0.08394216,0.35741457,0.0
2,0.12219743,0.12476454,0.26774418,0.16994908,0.17264052,0.14270426,0.0
3,0.18738545,0.2790464,0.21902324,0.10008968,0.08218602,0.13226914,0.0
4,0.11003406,0.11178438,0.24154532,0.2726877,0.14664982,0.11729874,0.0
5,0.10289157,0.19644217,0.23582679,0.07034442,0.3130686,0.08142644,0.0
6,0.059239,0.06658974,0.21858126,0.2892818,0.26774088,0.09856726,0.0
7,0.15747924,0.17663598,0.06018518,0.10735694,0.37940687,0.11893582,0.0
8,0.24003834,0.15858673,0.09186348,0.12161108,0.29556063,0.09233981,0.0
9,0.290104,0.07091492,0.2673175,0.08475806,0.05973822,0.22716726,0.0
10,0.07819325,0.11923359,0.1346554,0.33697662,0.05252606,0.278415,0.0
11,0.2887278,0.06018382,0.08725404,0.25184092,0.1994933,0.11250016,0.0
12,0.06986213,0.2527236,0.2641888,0.17794617,0.05769128,0.17758808,0.0
13,0.12437787,0.12575234,0.05411755,0.3491928,0.29108506,0.05547442,0.0
14,0.23687398,0.07772702,0.18825783,0.11795472,0.1334125,0.24577396,0.0
15,0.24050747,0.16460396,0.09855684,0.0412249,0.20973271,0.24537417,0.0
16,0.06349967,0.06347659,0.24538386,0.1906774,0.181709,0.25525346,0.0
17,0.17012654,0.07630558,0.27911514,0.06521355,0.18041337,0.22882578,0.0
18,0.24482365,0.19741346,0.14599918,0.06964679,0.11060785,0.23150906,0.0
19,0.2433353,0.17124367,0.08935287,0.12407504,0.23621899,0.13577415,0.0
20,0.12390882,0.1867281,0.12122793,0.17639585,0.14045314,0.25128618,0.0
21,0.21959168,0.22329795,0.08947164,0.07112026,0.15115894,0.24535963,0.0
22,0.17677672,0.1096957,0.29300523,0.1444582,0.10084681,0.17521733,0.0
23,0.17742836,0.07839949,0.17632046,0.11972899,0.23509395,0.21302879,0.0
24,0.07750098,0.05502973,0.38605964,0.15589567,0.1630357,0.16247824,0.0
25,0.21064703,0.15490477,0.17850226,0.09174155,0.2634863,0.10071808,0.0
26,0.12751812,0.3400949,0.06709763,0.20763353,0.19986494,0.05779082,0.0
27,0.11799771,0.3546174,0.167056,0.08209883,0.14874996,0.12948027,0.0
28,0.15061907,0.19220263,0.07110252,0.21208027,0.21034738,0.16364817,0.0
29,0.11383314,0.23101333,0.14419715,0.11243922,0.12208205,0.27643505,0.0
30,0.23577914,0.13742386,0.16114978,0.07012618,0.25676852,0.13875253,0.0
31,0.09028982,0.14872818,0.15031339,0.3363846,0.12177301,0.15251108,0.0
32,0.28811577,0.1461799,0.17693615,0.1790683,0.0548663,0.15483363,0.0
33,0.27136672,0.09293865,0.11143325,0.17399368,0.24988824,0.10037945,0.0
34,0.052561,0.13205886,0.13034803,0.2957722,0.22276235,0.16649748,0.0
35,0.17871334,0.3470626,0.06878641,0.1589192,0.18508917,0.06142925,0.0
36,0.21395366,0.19343778,0.21406208,0.17327875,0.05210429,0.1531634,0.0
37,0.14301401,0.1922347,0.05139498,0.17590563,0.13046634,0.30698436,0.0
38,0.06034352,0.10821659,0.14739074,0.282185,0.11310008,0.28876406,0.0
39,0.14168131,0.05366097,0.24490027,0.08806539,0.29321942,0.17847261,0.0
40,0.19522454,0.37401673,0.06433333,0.14794639,0.15582876,0.06265023,0.0
41,0.32253146,0.25680822,0.12718739,0.05056411,0.12978548,0.11312338,0.0
42,0.0852172,0.12325261,0.107879,0.07715197,0.40150705,0.20499212,0.0
43,0.20173839,0.08698122,0.07973112,0.1331355,0.20159745,0.29681635,0.0
44,0.1816863,0.25088775,0.09031902,0.21180665,0.08251508,0.18278523,0.0
45,0.17204426,0.15246408,0.1286717,0.12437639,0.15728691,0.2651567,0.0
46,0.23594555,0.14900015,0.04961231,0.10488906,0.20552167,0.25503126,0.0
47,0.15038688,0.09526653,0.06888391,0.10405209,0.4793631,0.10204747,0.0
48,0.13075307,0.35817727,0.06816702,0.06765655,0.10039443,0.2748516,0.0
49,0.20091398,0.2043269,0.1178252,0.14758955,0.18003517,0.14930916,0.0
50,0.18804844,0.2911931,0.15008959,0.08597966,0.09431795,0.1903713,0.0
51,0.17750004,0.18429108,0.1617876,0.22148268,0.154591,0.10034763,0.0
52,0.10038473,0.05116412,0.26444426,0.11636014,0.18336776,0.28427893,0.0
53,0.2365464,0.14637965,0.21360415,0.10184704,0.11629531,0.1853275,0.0
54,0.22484447,0.08397424,0.26822963,0.10866302,0.21684621,0.09744232,0.0
55,0.09759388,0.12199181,0.28460765,0.18987168,0.19490226,0.11103268,0.0
56,0.18062426,0.17374115,0.17203614,0.3064949,0.08796714,0.07913647,0.0
57,0.08745933,0.18134472,0.16647032,0.16037712,0.3006231,0.10372548,0.0
58,0.24684654,0.22232011,0.16215983,0.16987306,0.06240769,0.13639268,0.0
59,0.41238102,0.08781789,0.14414506,0.14814793,0.09648506,0.11102306,0.0
60,0.11211898,0.22756784,0.17777148,0.16527936,0.07496861,0.24229375,0.0
61,0.17214625,0.0543387,0.1790964,0.1788225,0.13463086,0.2809653,0.0
62,0.09570051,0.28199336,0.06323375,0.14217392,0.2689668,0.14793171,0.0
63,0.15331386,0.09705568,0.17870563,0.29079002,0.20711304,0.07302178,0.0
64,0.17426857,0.09774768,0.21130817,0.22991647,0.1985837,0.08817543,0.0
65,0.34940207,0.1331414,0.06214592,0.23880465,0.15864675,0.05785919,0.0
66,0.11707017,0.16859731,0.250094,0.14535525,0.16506591,0.15381736,0.0
67,0.07819191,0.08013756,0.14088424,0.33565274,0.29422888,0.07090466,0.0
68,0.07584923,0.08632036,0.30219862,0.15876833,0.19527411,0.1815894,0.0
69,0.04729389,0.19427298,0.08109774,0.18723044,0.23906946,0.25103545,0.0
70,0.05513545,0.27516076,0.0518235,0.20543955,0.20850326,0.20393741,0.0
71,0.09547575,0.09139526,0.13855587,0.23309,0.31792992,0.12355311,0.0
72,0.1839194,0.2764026,0.05522995,0.08344983,0.08530635,0.31569183,0.0
73,0.07128895,0.33615598,0.05776571,0.24152833,0.15292676,0.1403342,0.0
74,0.05851529,0.33547112,0.07402068,0.24715523,0.10467077,0.18016683,0.0
75,0.04682614,0.31174397,0.2414703,0.07458331,0.27154377,0.05383253,0.0
76,0.18920712,0.21584113,0.17853388,0.06180551,0.30973658,0.04487573,0.0
77,0.22552122,0.10442417,0.05415787,0.10162939,0.20759502,0.30667242,0.0
78,0.28527597,0.0792029,0.06939797,0.09046155,0.23947406,0.2361876,0.0
79,0.05721724,0.11513048,0.04617729,0.30402586,0.26084214,0.216607,0.0
80,0.19420934,0.26785988,0.10457625,0.18550265,0.10673048,0.1411214,0.0
81,0.12009192,0.27573138,0.30134076,0.09282356,0.09242412,0.11758825,0.0
82,0.28470176,0.08835354,0.12632477,0.19980372,0.07121009,0.22960614,0.0
83,0.07173464,0.15769087,0.05035102,0.31033587,0.09356524,0.31632242,0.0
84,0.12481394,0.2437335,0.10069647,0.1256365,0.08893343,0.31618625,0.0
85,0.11206909,0.28620335,0.17459483,0.08288325,0.11784747,0.22640194,0.0
86,0.13705918,0.13394795,0.18231326,0.2409603,0.14535514,0.16036403,0.0
87,0.06850161,0.13758999,0.3524365,0.1777426,0.11012585,0.15360345,0.0
88,0.31315494,0.11935053,0.07600003,0.1557641,0.13281672,0.20291354,0.0
89,0.08203502,0.09520151,0.33133042,0.08773538,0.19694586,0.20675176,0.0
90,0.10492668,0.22714397,0.20407382,0.06628174,0.21333107,0.18424267,0.0
91,0.11199389,0.07606297,0.33805966,0.17427441,0.2452993,0.05430967,0.0
92,0.13894351,0.1413188,0.1413855,0.17707872,0.29820052,0.10307299,0.0
93,0.16514364,0.27390814,0.33881164,0.06238053,0.06704836,0.09270776,0.0
94,0.20547889,0.13069245,0.17971162,0.1634704,0.22385725,0.09678937,0.0
95,0.21920706,0.10810173,0.21343902,0.07741354,0.11418077,0.2676579,0.0
96,0.11997096,0.20014739,0.15711005,0.24323884,0.14067009,0.13886261,0.0
97,0.17173558,0.06352093,0.18014427,0.2380633,0.11168741,0.23484854,0.0
98,0.16286746,0.19000104,0.0661051,0.08172498,0.15031698,0.34898442,0.0
99,0.09529804,0.19805701,0.42095163,0.10080037,0.11157002,0.07332301,0.0
100,0.07178655,0.2344983,0.23632842,0.16395305,0.15048856,0.14294508,0.0
101,0.21124788,0.21638273,0.24324092,0.10870641,0.12942871,0.09099327,0.0
102,0.18737744,0.08244916,0.26637903,0.12454052,0.10851621,0.23073773,0.0
103,0.21170034,0.17435978,0.07647064,0.05737035,0.32702202,0.15307689,0.0
104,0.15249264,0.35452446,0.24713312,0.09075163,0.07561655,0.07948168,0.0
105,0.09803054,0.13022146,0.21187177,0.15177704,0.10262292,0.30547622,0.0
106,0.0901081,0.40982032,0.10915149,0.13002174,0.1930607,0.0678376,0.0
107,0.3196992,0.14745536,0.18627629,0.10636421,0.13790695,0.10229801,0.0
108,0.18117858,0.10504743,0.32856333,0.22025605,0.10622609,0.05872862,0.0
109,0.20129623,0.09950723,0.24429108,0.11056426,0.18418919,0.16015205,0.0
110,0.10123145,0.19148135,0.2162106,0.22245608,0.15974931,0.10887115,0.0
111,0.12278508,0.2709088,0.25194475,0.11373847,0.06529464,0.17532833,0.0
112,0.26240137,0.13637902,0.17336185,0.07102818,0.14243968,0.21438998,0.0
113,0.08940024,0.26745993,0.15750901,0.23758012,0.17709315,0.07095763,0.0
114,0.11366498,0.11678817,0.15031974,0.22125903,0.22933628,0.16863176,0.0
115,0.12417037,0.23017766,0.16740684,0.1594636,0.23480695,0.08397467,0.0
116,0.23994564,0.04435636,0.2364422,0.17253244,0.21227267,0.09445073,0.0
117,0.26844797,0.24979399,0.16425522,0.08256408,0.14307515,0.09186358,0.0
118,0.23323546,0.09474939,0.21327744,0.08357026,0.2005973,0.1745701,0.0
119,0.14794973,0.10368224,0.08238515,0.26500076,0.3075537,0.09342849,0.0
120,0.23904628,0.22245781,0.18473978,0.13155313,0.14193,0.08027299,0.0
121,0.21853529,0.16439986,0.11210234,0.093725,0.2636871,0.1475504,0.0
122,0.11448561,0.1227922,0.18202998,0.07238165,0.24289949,0.2654111,0.0
123,0.3906324,0.06669709,0.10330297,0.10639638,0.18359293,0.14937824,0.0
124,0.13666002,0.19718634,0.16632739,0.14793238,0.05868877,0.2932051,0.0
125,0.08943076,0.08224775,0.06735706,0.24095862,0.25790405,0.26210177,0.0
126,0.15792221,0.05833592,0.0490304,0.33258563,0.32063088,0.08149497,0.0
127,0.12078058,0.0582079,0.29937285,0.08936861,0.3515373,0.08073268,0.0
128,0.0594786,0.12707585,0.08111584,0.301945,0.15519053,0.2751942,0.0
129,0.09315114,0.19793633,0.12478012,0.27536833,0.20599797,0.1027661,0.0
130,0.33950296,0.08827814,0.11148468,0.2506071,0.12979881,0.08032829,0.0
131,0.05109546,0.19187252,0.21180293,0.18208483,0.10453655,0.25860775,0.0
132,0.24248385,0.31881845,0.04649334,0.06283406,0.25723097,0.07213935,0.0
