idx,rep,seed,run_timestamp,exit_code,miss_ratio,byte_miss_ratio,throughput_mqps,trace_file,cache_ratio,config
1,1,101,1063_guided_signflip_20260202_001_r01,0,0.374748,0.342836,0.01,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=SAC LOH_SCORE_USE_COMPOUND=1 LOH_FEATURE_LOG1P=1 LOH_USE_SOFTMAX=1 LOH_SOFTMAX_TEMP=1.0 LOH_ACTION_BOUND=5.0 LOH_ACTION_SCALE=5.0 LOH_INCLUDE_CACHE_FEATURES=1 LOH_INCLUDE_HIT_MISS_FEATURES=1 LOH_MISS_RATIO_WEIGHT=1.0 LOH_REWARD_SCALE=1.0 RL_UPDATE_INTERVAL=200 LOH_SOFT_PRIOR=1 LOH_SOFT_PRIOR_VALUES=0.5,0.0,-2.5,0.0,0.0,0.0"
2,1,201,1063_guided_signflip_20260202_002_r01,0,0.374922,0.344688,0.01,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=SAC LOH_SCORE_USE_COMPOUND=1 LOH_FEATURE_LOG1P=1 LOH_USE_SOFTMAX=1 LOH_SOFTMAX_TEMP=1.0 LOH_ACTION_BOUND=5.0 LOH_ACTION_SCALE=5.0 LOH_INCLUDE_CACHE_FEATURES=1 LOH_INCLUDE_HIT_MISS_FEATURES=1 LOH_MISS_RATIO_WEIGHT=1.0 LOH_REWARD_SCALE=1.0 RL_UPDATE_INTERVAL=200 LOH_SOFT_PRIOR=1 LOH_SOFT_PRIOR_VALUES=-0.5,0.0,-2.5,0.0,0.0,0.0"
3,1,301,1063_guided_signflip_20260202_003_r01,0,0.389527,0.368210,0.01,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=SAC LOH_SCORE_USE_COMPOUND=1 LOH_FEATURE_LOG1P=1 LOH_USE_SOFTMAX=0 LOH_SCORE_MODEL=linear LOH_ACTION_BOUND=5.0 LOH_ACTION_SCALE=1.0 LOH_INCLUDE_CACHE_FEATURES=1 LOH_INCLUDE_HIT_MISS_FEATURES=1 LOH_MISS_RATIO_WEIGHT=1.0 LOH_REWARD_SCALE=1.0 RL_UPDATE_INTERVAL=200 LOH_SOFT_PRIOR=1 LOH_SOFT_PRIOR_VALUES=1.0,0.0,-2.5,0.0,0.0,0.0"
4,1,401,1063_guided_signflip_20260202_004_r01,0,0.390772,0.370489,0.01,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=SAC LOH_SCORE_USE_COMPOUND=1 LOH_FEATURE_LOG1P=1 LOH_USE_SOFTMAX=0 LOH_SCORE_MODEL=linear LOH_ACTION_BOUND=5.0 LOH_ACTION_SCALE=1.0 LOH_INCLUDE_CACHE_FEATURES=1 LOH_INCLUDE_HIT_MISS_FEATURES=1 LOH_MISS_RATIO_WEIGHT=1.0 LOH_REWARD_SCALE=1.0 RL_UPDATE_INTERVAL=200 LOH_SOFT_PRIOR=1 LOH_SOFT_PRIOR_VALUES=-1.0,0.0,-2.5,0.0,0.0,0.0"
