metric	trace	total	mean	p50	p90	p99	one_hit	cv	top1_req_share
recency_vtime	1063	360960512	25.412056	26	35	40
recency_vtime	wiki	207646002	26.895204	29	39	44
recency_vtime	meta	45623306	8.539420	2	32	41
size_req_weighted	1063	362117983	60074.695979	32768	65536	524288
size_req_weighted	wiki	226040483	32560.609645	21349	67174	160456
size_req_weighted	meta	57885843	24862618.083185	28526	2809270	210714348
frequency_obj	1063	1157471	311.852748	153	454	3069	0.071032	14.989526	0.003495
frequency_obj	wiki	18394481	11.288495	1	11	152	0.556974	31.309535	0.004749
frequency_obj	meta	12262537	3.720544	1	3	18	0.614032	854.359737	0.243850
