idx,rep,seed,run_timestamp,exit_code,miss_ratio,byte_miss_ratio,throughput_mqps,trace_file,cache_ratio,config
1,1,101,1063_core_rl_nowait_20260106_215817_001_r01,130,NA,NA,NA,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=SAC LOH_USE_SOFTMAX=1 LOH_SOFTMAX_TEMP=1.0 LOH_ACTION_SCALE=1.0 RL_UPDATE_INTERVAL=200"
2,1,201,1063_core_rl_nowait_20260106_215817_002_r01,0,0.395668,0.369375,0.01,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=SAC LOH_USE_SOFTMAX=1 LOH_SOFTMAX_TEMP=0.3 LOH_ACTION_SCALE=1.0 RL_UPDATE_INTERVAL=200"
3,1,301,1063_core_rl_nowait_20260106_215817_003_r01,0,0.465066,0.503445,0.01,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=SAC LOH_USE_SOFTMAX=1 LOH_SOFTMAX_TEMP=2.0 LOH_ACTION_SCALE=1.0 RL_UPDATE_INTERVAL=200"
4,1,401,1063_core_rl_nowait_20260106_215817_004_r01,0,0.400905,0.378229,0.01,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=SAC LOH_USE_SOFTMAX=1 LOH_SOFTMAX_TEMP=1.0 LOH_ACTION_SCALE=3.0 RL_UPDATE_INTERVAL=200"
5,1,501,1063_core_rl_nowait_20260106_215817_005_r01,0,0.365522,0.349236,0.01,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=SAC LOH_USE_SOFTMAX=0 LOH_ACTION_SCALE=1.0 RL_UPDATE_INTERVAL=200"
6,1,601,1063_core_rl_nowait_20260106_215817_006_r01,0,0.369295,0.352791,0.01,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=SAC LOH_USE_SOFTMAX=0 LOH_ACTION_SCALE=3.0 RL_UPDATE_INTERVAL=200"
7,1,701,1063_core_rl_nowait_20260106_215817_007_r01,0,0.356964,0.346599,0.00,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=SAC LOH_USE_SOFTMAX=0 LOH_ACTION_SCALE=1.0 RL_UPDATE_INTERVAL=50"
8,1,801,1063_core_rl_nowait_20260106_215817_008_r01,0,0.376490,0.354094,0.08,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=SAC LOH_USE_SOFTMAX=0 LOH_ACTION_SCALE=1.0 RL_UPDATE_INTERVAL=1000"
9,1,901,1063_core_rl_nowait_20260106_215817_009_r01,0,0.563725,0.599789,0.01,"data/TencentCBS/1063.oracleGeneral.zst",0.1,"LOH_RL_ALGO=TD3 LOH_USE_SOFTMAX=0 LOH_ACTION_SCALE=1.0 RL_UPDATE_INTERVAL=200"
