trace,mode,compound,irt,softmax,signs,miss_ratio,byte_miss_ratio,throughput_mqps,exit_code,run_timestamp,config
wiki_2019t,compound=1,1,,0,0,0.636773,0.558983,0.0100,0,modes_cpd_soft_sign_3m_20260206_145822_wiki_2019t_001_r01,LOH_SKIP_PIP_INSTALL=1 LOH_SKIP_BUILD=1 LOH_PARALLEL_SAFE=1 CACHESIM_VERBOSE=0 CACHESIM_NUM_REQ=3000000 LOH_RL_ALGO=SAC LOH_ACTION_SCALE=1.0 LOH_SCORE_USE_COMPOUND=1 LOH_USE_SOFTMAX=0 LOH_USE_HEURISTIC_SIGNS=0
wiki_2019t,compound=1,1,,0,1,0.636279,0.558764,0.0100,0,modes_cpd_soft_sign_3m_20260206_145822_wiki_2019t_002_r01,LOH_SKIP_PIP_INSTALL=1 LOH_SKIP_BUILD=1 LOH_PARALLEL_SAFE=1 CACHESIM_VERBOSE=0 CACHESIM_NUM_REQ=3000000 LOH_RL_ALGO=SAC LOH_ACTION_SCALE=1.0 LOH_SCORE_USE_COMPOUND=1 LOH_USE_SOFTMAX=0 LOH_USE_HEURISTIC_SIGNS=1
wiki_2019t,compound=1,1,,1,0,0.595652,0.485654,0.0100,0,modes_cpd_soft_sign_3m_20260206_145822_wiki_2019t_003_r01,LOH_SKIP_PIP_INSTALL=1 LOH_SKIP_BUILD=1 LOH_PARALLEL_SAFE=1 CACHESIM_VERBOSE=0 CACHESIM_NUM_REQ=3000000 LOH_RL_ALGO=SAC LOH_ACTION_SCALE=1.0 LOH_SCORE_USE_COMPOUND=1 LOH_USE_SOFTMAX=1 LOH_USE_HEURISTIC_SIGNS=0
wiki_2019t,compound=1,1,,1,1,0.595572,0.485684,0.0100,0,modes_cpd_soft_sign_3m_20260206_145822_wiki_2019t_004_r01,LOH_SKIP_PIP_INSTALL=1 LOH_SKIP_BUILD=1 LOH_PARALLEL_SAFE=1 CACHESIM_VERBOSE=0 CACHESIM_NUM_REQ=3000000 LOH_RL_ALGO=SAC LOH_ACTION_SCALE=1.0 LOH_SCORE_USE_COMPOUND=1 LOH_USE_SOFTMAX=1 LOH_USE_HEURISTIC_SIGNS=1
wiki_2019t,"compound=0,irt=0",0,0,0,0,0.637266,0.560089,0.0100,0,modes_cpd_soft_sign_3m_20260206_145822_wiki_2019t_005_r01,LOH_SKIP_PIP_INSTALL=1 LOH_SKIP_BUILD=1 LOH_PARALLEL_SAFE=1 CACHESIM_VERBOSE=0 CACHESIM_NUM_REQ=3000000 LOH_RL_ALGO=SAC LOH_ACTION_SCALE=1.0 LOH_SCORE_USE_COMPOUND=0 LOH_SCORE_USE_IRT=0 LOH_USE_SOFTMAX=0 LOH_USE_HEURISTIC_SIGNS=0
wiki_2019t,"compound=0,irt=0",0,0,0,1,0.636703,0.558997,0.0100,0,modes_cpd_soft_sign_3m_20260206_145822_wiki_2019t_006_r01,LOH_SKIP_PIP_INSTALL=1 LOH_SKIP_BUILD=1 LOH_PARALLEL_SAFE=1 CACHESIM_VERBOSE=0 CACHESIM_NUM_REQ=3000000 LOH_RL_ALGO=SAC LOH_ACTION_SCALE=1.0 LOH_SCORE_USE_COMPOUND=0 LOH_SCORE_USE_IRT=0 LOH_USE_SOFTMAX=0 LOH_USE_HEURISTIC_SIGNS=1
wiki_2019t,"compound=0,irt=0",0,0,1,0,0.594160,0.490828,0.0100,0,modes_cpd_soft_sign_3m_20260206_145822_wiki_2019t_007_r01,LOH_SKIP_PIP_INSTALL=1 LOH_SKIP_BUILD=1 LOH_PARALLEL_SAFE=1 CACHESIM_VERBOSE=0 CACHESIM_NUM_REQ=3000000 LOH_RL_ALGO=SAC LOH_ACTION_SCALE=1.0 LOH_SCORE_USE_COMPOUND=0 LOH_SCORE_USE_IRT=0 LOH_USE_SOFTMAX=1 LOH_USE_HEURISTIC_SIGNS=0
wiki_2019t,"compound=0,irt=0",0,0,1,1,0.649002,0.523133,0.0100,0,modes_cpd_soft_sign_3m_20260206_145822_wiki_2019t_008_r01,LOH_SKIP_PIP_INSTALL=1 LOH_SKIP_BUILD=1 LOH_PARALLEL_SAFE=1 CACHESIM_VERBOSE=0 CACHESIM_NUM_REQ=3000000 LOH_RL_ALGO=SAC LOH_ACTION_SCALE=1.0 LOH_SCORE_USE_COMPOUND=0 LOH_SCORE_USE_IRT=0 LOH_USE_SOFTMAX=1 LOH_USE_HEURISTIC_SIGNS=1
