file,trace,dataset,cache_size_mib,loh_mr,loh_bmr,loh_mr_runtime,loh_bmr_runtime,baseline_best_mr,baseline_best_mr_algo,baseline_best_bmr,baseline_best_bmr_algo,mr_gain_vs_best,bmr_gain_vs_best,matched_algo_count
ab_alibabaBlock_0.cachesim,alibabaBlock_0,alibabaBlock,790.0,0.390333,0.922752,80.3,285.3,0.3751,GDSF,0.9254,GDSF,-0.04061050386563582,0.0028614653122973673,12
ab_alibabaBlock_1.cachesim,alibabaBlock_1,alibabaBlock,12.0,0.253385,0.462139,67.0,78.5,0.2368,ThreeLCache-BMR,0.433,ThreeLCache-BMR,-0.07003800675675682,-0.06729561200923793,12
ab_alibabaBlock_100.cachesim,alibabaBlock_100,alibabaBlock,151.0,0.871117,0.942645,423.5,441.3,0.8718,WTinyLFU-w0.01-SLRU,0.9392,WTinyLFU-w0.01-SLRU,0.0007834365680201757,-0.00366801533219753,12
ab_alibabaBlock_101.cachesim,alibabaBlock_101,alibabaBlock,2.0,0.572509,0.766258,14.7,27.6,0.564,LHD,0.7632,LRB-BMR,-0.015086879432624292,-0.0040068134171907825,12
ab_alibabaBlock_102.cachesim,alibabaBlock_102,alibabaBlock,3.0,0.517708,0.874093,4.2,25.0,0.4992,ARC,0.713,ARC,-0.037075320512820455,-0.225936886395512,12
ab_alibabaBlock_103.cachesim,alibabaBlock_103,alibabaBlock,361.0,0.772902,0.867498,477.1,349.0,0.7897,WTinyLFU-w0.01-SLRU,0.8909,WTinyLFU-w0.01-SLRU,0.02127136887425602,0.026267819059378195,12
ab_alibabaBlock_104.cachesim,alibabaBlock_104,alibabaBlock,1.0,0.482189,0.721328,9.5,23.4,0.4831,GDSF,0.7217,GDSF,0.0018857379424549684,0.0005154496328114715,12
ab_alibabaBlock_105.cachesim,alibabaBlock_105,alibabaBlock,21.0,0.535458,0.750996,10.1,19.6,0.5277,GDSF,0.7088,LRB-BMR,-0.014701534963047267,-0.05953160270880363,12
ab_alibabaBlock_106.cachesim,alibabaBlock_106,alibabaBlock,350.0,0.747369,0.853258,471.2,411.6,0.7736,GLCache,0.8752,GLCache,0.03390770423991728,0.025070840950639873,12
ab_alibabaBlock_107.cachesim,alibabaBlock_107,alibabaBlock,3072.0,0.743372,0.702876,18831.7,5810.2,0.4893,GDSF,0.855,GDSF,-0.5192560801144492,0.1779228070175439,12
ab_alibabaBlock_108.cachesim,alibabaBlock_108,alibabaBlock,20.0,0.562207,0.854343,14.9,71.1,0.5656,GDSF,0.8468,LRB-BMR,0.005998939179632213,-0.008907652338214415,12
ab_alibabaBlock_109.cachesim,alibabaBlock_109,alibabaBlock,358.0,0.769758,0.859916,359.9,360.5,0.7733,GLCache,0.8762,GLCache,0.004580369843527653,0.018584797991326143,12
ab_alibabaBlock_11.cachesim,alibabaBlock_11,alibabaBlock,60.0,0.707551,0.833222,67.4,152.7,0.6937,ThreeLCache-BMR,0.8049,ThreeLCache-BMR,-0.019966844457258263,-0.035186979749037235,12
ab_alibabaBlock_110.cachesim,alibabaBlock_110,alibabaBlock,2.0,0.34178,0.770149,0.9,1.4,0.3422,GDSF,0.7596,Cacheus,0.001227352425482266,-0.013887572406529646,12
ab_alibabaBlock_111.cachesim,alibabaBlock_111,alibabaBlock,363.0,0.741657,0.859234,651.9,446.8,0.7894,WTinyLFU-w0.01-SLRU,0.8887,WTinyLFU-w0.01-SLRU,0.06048011147707117,0.03315629571283897,12
ab_alibabaBlock_112.cachesim,alibabaBlock_112,alibabaBlock,18.0,0.418638,0.852641,39.2,271.8,0.4216,GDSF,0.6987,ThreeLCache-BMR,0.007025616698292137,-0.22032488907971948,12
ab_alibabaBlock_113.cachesim,alibabaBlock_113,alibabaBlock,15.0,0.22594,0.525498,49.1,87.8,0.2194,ThreeLCache-BMR,0.5021,ThreeLCache-BMR,-0.029808568824065587,-0.0466002788289186,12
ab_alibabaBlock_114.cachesim,alibabaBlock_114,alibabaBlock,4.0,0.480152,0.822522,9.8,41.4,0.4879,GDSF,0.7939,ThreeLCache-BMR,0.015880303340848487,-0.03605239954654229,12
ab_alibabaBlock_115.cachesim,alibabaBlock_115,alibabaBlock,16.0,0.220358,0.530359,49.5,88.3,0.2111,ThreeLCache-BMR,0.5031,ThreeLCache-BMR,-0.04385599242065366,-0.05418207115881541,12
ab_alibabaBlock_116.cachesim,alibabaBlock_116,alibabaBlock,372.0,0.744988,0.874925,499.9,443.0,0.764,GLCache,0.8731,GLCache,0.024884816753926738,-0.00209025312106284,12
ab_alibabaBlock_117.cachesim,alibabaBlock_117,alibabaBlock,257.0,0.736013,0.937078,1270.1,1043.6,0.6443,GDSF,0.9471,GDSF,-0.14234518081638994,0.010581775947629697,12
ab_alibabaBlock_118.cachesim,alibabaBlock_118,alibabaBlock,10.0,0.650567,0.911956,23.5,37.5,0.6464,Sieve,0.9096,S3FIFO-0.1000-2,-0.006446472772277277,-0.0025901495162709157,12
ab_alibabaBlock_119.cachesim,alibabaBlock_119,alibabaBlock,0.5498046875,0.783679,0.93547,14.1,20.3,0.7771,S3FIFO-0.1000-2,0.8491,S3FIFO-0.1000-2,-0.008466091880066917,-0.10171946767165241,12
ab_alibabaBlock_12.cachesim,alibabaBlock_12,alibabaBlock,322.0,0.501179,0.806407,1081.0,890.1,0.5021,LHD,0.7946,ARC,0.0018342959569805808,-0.014859048577900847,12
ab_alibabaBlock_120.cachesim,alibabaBlock_120,alibabaBlock,2.0,0.672004,0.905356,14.5,24.5,0.6741,LRB-BMR,0.8861,LRB-BMR,0.0031093309597982296,-0.021731181582214255,12
ab_alibabaBlock_121.cachesim,alibabaBlock_121,alibabaBlock,21.0,0.456848,0.547639,2495.3,1307.8,0.4239,GDSF,0.6134,GDSF,-0.07772587874498697,0.10720736876426469,12
ab_alibabaBlock_122.cachesim,alibabaBlock_122,alibabaBlock,352.0,0.371181,0.879009,65.0,233.1,0.3132,GDSF,0.8818,GDSF,-0.18512452107279695,0.0031651168065320798,12
ab_alibabaBlock_123.cachesim,alibabaBlock_123,alibabaBlock,28.0,0.269169,0.589563,22.3,39.1,0.2463,LRB-BMR,0.5727,LRB-BMR,-0.0928501827040195,-0.029444735463593438,12
ab_alibabaBlock_124.cachesim,alibabaBlock_124,alibabaBlock,496.0,0.966689,0.966611,39237.7,16026.7,0.924,LHD,0.9684,GLCache,-0.04620021645021642,0.0018473771168938872,12
ab_alibabaBlock_125.cachesim,alibabaBlock_125,alibabaBlock,11.0,0.386572,0.649826,27.0,42.3,0.3433,S3FIFO-0.1000-2,0.6375,S3FIFO-0.1000-2,-0.12604718904748044,-0.01933490196078441,12
ab_alibabaBlock_126.cachesim,alibabaBlock_126,alibabaBlock,109.0,0.534633,0.59493,72.2,198.4,0.515,GDSF,0.5182,ThreeLCache-BMR,-0.038122330097087403,-0.14807024314936312,12
ab_alibabaBlock_127.cachesim,alibabaBlock_127,alibabaBlock,3.0,0.463836,0.76707,12.3,63.2,0.4626,GDSF,0.7304,GDSF,-0.0026718547341115753,-0.05020536692223436,12
ab_alibabaBlock_128.cachesim,alibabaBlock_128,alibabaBlock,13.0,0.19511,0.428511,41.4,84.5,0.1928,LHD,0.4225,LHD,-0.01198132780082991,-0.014227218934911216,12
ab_alibabaBlock_129.cachesim,alibabaBlock_129,alibabaBlock,21.0,0.384824,0.738622,14.0,24.1,0.3823,GDSF,0.7307,ThreeLCache-BMR,-0.0066021449123725515,-0.0108416586834542,12
ab_alibabaBlock_13.cachesim,alibabaBlock_13,alibabaBlock,368.0,0.761594,0.86787,487.0,449.5,0.7781,GLCache,0.887,GLCache,0.021213211669451254,0.021567080045095808,12
ab_alibabaBlock_130.cachesim,alibabaBlock_130,alibabaBlock,362.0,0.762016,0.860162,402.6,409.9,0.7735,GLCache,0.8755,GLCache,0.014846800258564885,0.017519131924614465,12
ab_alibabaBlock_131.cachesim,alibabaBlock_131,alibabaBlock,16.0,0.224492,0.480987,66.5,107.9,0.2289,ThreeLCache-BMR,0.4616,ThreeLCache-BMR,0.01925731760594144,-0.041999566724436714,12
ab_alibabaBlock_132.cachesim,alibabaBlock_132,alibabaBlock,498.0,0.477543,0.88024,110.3,165.4,0.4447,GDSF,0.8382,GDSF,-0.0738542837868226,-0.05015509424958253,12
ab_alibabaBlock_133.cachesim,alibabaBlock_133,alibabaBlock,363.0,0.112814,0.739443,25.4,73.5,0.1114,Sieve,0.7351,LRB-BMR,-0.01269299820466785,-0.0059080397224867175,12
ab_alibabaBlock_134.cachesim,alibabaBlock_134,alibabaBlock,3.0,0.541898,0.874739,5.4,19.8,0.5018,ARC,0.7063,ARC,-0.07990833001195688,-0.23848081551748548,12
ab_alibabaBlock_135.cachesim,alibabaBlock_135,alibabaBlock,15.0,0.185839,0.429894,41.5,66.7,0.1822,LHD,0.4251,LHD,-0.019972557628979162,-0.011277346506704354,12
ab_alibabaBlock_136.cachesim,alibabaBlock_136,alibabaBlock,375.0,0.753129,0.869726,451.0,448.9,0.787,GLCache,0.8927,GLCache,0.043038119440914846,0.025735409432060097,12
ab_alibabaBlock_137.cachesim,alibabaBlock_137,alibabaBlock,3.0,0.934502,0.985423,273.5,613.7,0.4023,ThreeLCache-BMR,0.4859,ThreeLCache-BMR,-1.322898334576187,-1.0280366330520685,12
ab_alibabaBlock_138.cachesim,alibabaBlock_138,alibabaBlock,360.0,0.111762,0.7417,28.0,77.8,0.1118,Sieve,0.7376,LRB-BMR,0.00033989266547402837,-0.005558568329717994,12
ab_alibabaBlock_139.cachesim,alibabaBlock_139,alibabaBlock,19.0,0.46645,0.822509,20.0,41.8,0.4473,LHD,0.7985,LRB-BMR,-0.0428124301363738,-0.030067626800250543,12
ab_alibabaBlock_14.cachesim,alibabaBlock_14,alibabaBlock,161.0,0.446832,0.889387,46.9,519.1,0.4164,GDSF,0.7494,GDSF,-0.07308357348703173,-0.18679877235121442,12
ab_alibabaBlock_140.cachesim,alibabaBlock_140,alibabaBlock,3.0,0.815335,0.913132,16.9,32.0,0.7913,LRB-BMR,0.8986,LRB-BMR,-0.030374067989384593,-0.016171822835522036,12
ab_alibabaBlock_141.cachesim,alibabaBlock_141,alibabaBlock,3072.0,0.745071,0.709165,19862.1,6160.4,0.4948,GDSF,0.8568,GDSF,-0.5058023443815683,0.17230975723622777,12
ab_alibabaBlock_142.cachesim,alibabaBlock_142,alibabaBlock,4.0,0.475053,0.744557,4.7,8.9,0.4336,ARC,0.6906,ARC,-0.09560193726937274,-0.07813061106284395,12
ab_alibabaBlock_143.cachesim,alibabaBlock_143,alibabaBlock,3.0,0.546882,0.889453,4.0,4.3,0.5463,S3FIFO-0.1000-2,0.8678,S3FIFO-0.1000-2,-0.0010653487095002223,-0.024951601751555696,12
ab_alibabaBlock_144.cachesim,alibabaBlock_144,alibabaBlock,3072.0,0.735901,0.918326,21414.3,5825.6,0.5216,GDSF,0.857,GDSF,-0.4108531441717793,-0.07155892648774795,12
ab_alibabaBlock_145.cachesim,alibabaBlock_145,alibabaBlock,364.0,0.768953,0.890843,462.4,338.8,0.7893,S3FIFO-0.1000-2,0.8876,WTinyLFU-w0.01-SLRU,0.025778537945014574,-0.0036536728255972366,12
ab_alibabaBlock_146.cachesim,alibabaBlock_146,alibabaBlock,3.0,0.524444,0.854501,4.0,16.9,0.4841,ARC,0.714,ARC,-0.08333815327411702,-0.1967801120448179,12
ab_alibabaBlock_147.cachesim,alibabaBlock_147,alibabaBlock,16.0,0.216292,0.52528,55.8,82.8,0.2104,ThreeLCache-BMR,0.5036,ThreeLCache-BMR,-0.02800380228136886,-0.043050039714058616,12
ab_alibabaBlock_148.cachesim,alibabaBlock_148,alibabaBlock,67.0,0.318265,0.536531,1118.2,924.4,0.2555,LHD,0.3231,LHD,-0.24565557729941298,-0.6605725781491798,12
ab_alibabaBlock_149.cachesim,alibabaBlock_149,alibabaBlock,3.0,0.579126,0.87624,6.1,19.4,0.5104,ARC,0.7123,ARC,-0.13465125391849544,-0.23015583321634137,12
ab_alibabaBlock_15.cachesim,alibabaBlock_15,alibabaBlock,62.0,0.708143,0.836295,71.7,159.5,0.6897,ThreeLCache-BMR,0.797,ThreeLCache-BMR,-0.026740611860229066,-0.0493036386449184,12
ab_alibabaBlock_150.cachesim,alibabaBlock_150,alibabaBlock,276.0,0.453014,0.918021,17.8,60.7,0.3492,GDSF,0.9226,GDSF,-0.29729095074455886,0.004963147626273575,12
ab_alibabaBlock_151.cachesim,alibabaBlock_151,alibabaBlock,1.0,0.490432,0.730397,10.0,17.7,0.4908,GDSF,0.7303,GDSF,0.0007497962510188161,-0.0001328221278926657,12
ab_alibabaBlock_152.cachesim,alibabaBlock_152,alibabaBlock,3.0,0.518373,0.839599,4.7,16.7,0.4788,ARC,0.7094,ARC,-0.08265037593984956,-0.18353397237101768,12
ab_alibabaBlock_153.cachesim,alibabaBlock_153,alibabaBlock,3.0,0.348406,0.582648,12.9,21.7,0.3456,ThreeLCache-BMR,0.5809,ThreeLCache-BMR,-0.00811921296296289,-0.003009123773455126,12
ab_alibabaBlock_154.cachesim,alibabaBlock_154,alibabaBlock,12.0,0.199216,0.466097,48.8,127.5,0.2,ThreeLCache-BMR,0.4477,ThreeLCache-BMR,0.003920000000000035,-0.04109224927406745,12
ab_alibabaBlock_155.cachesim,alibabaBlock_155,alibabaBlock,3.0,0.511614,0.853078,4.1,21.2,0.4864,ARC,0.7151,ARC,-0.051837993421052664,-0.19294923786882962,12
ab_alibabaBlock_156.cachesim,alibabaBlock_156,alibabaBlock,3.0,0.608196,0.877,8.5,19.8,0.5146,ARC,0.7133,ARC,-0.18188107267780804,-0.2294967054535258,12
ab_alibabaBlock_157.cachesim,alibabaBlock_157,alibabaBlock,14.0,0.220556,0.535658,52.3,83.4,0.2141,ThreeLCache-BMR,0.508,ThreeLCache-BMR,-0.030154133582438063,-0.0544448818897637,12
ab_alibabaBlock_158.cachesim,alibabaBlock_158,alibabaBlock,3.0,0.510093,0.85036,4.0,16.5,0.4844,ARC,0.7156,ARC,-0.05304087530966148,-0.1883174958077138,12
ab_alibabaBlock_159.cachesim,alibabaBlock_159,alibabaBlock,3.0,0.496621,0.852849,4.8,17.7,0.4832,ARC,0.7146,ARC,-0.027775248344370777,-0.1934634760705289,12
ab_alibabaBlock_16.cachesim,alibabaBlock_16,alibabaBlock,373.0,0.765898,0.869014,501.2,378.0,0.7774,GLCache,0.8862,GLCache,0.014795472086442002,0.019392913563529717,12
ab_alibabaBlock_160.cachesim,alibabaBlock_160,alibabaBlock,30.0,0.359899,0.592743,63.3,104.6,0.2621,LHD,0.5405,LHD,-0.37313620755436866,-0.09665679925994457,12
ab_alibabaBlock_161.cachesim,alibabaBlock_161,alibabaBlock,15.0,0.218176,0.503477,54.8,88.3,0.2147,ThreeLCache-BMR,0.4862,ThreeLCache-BMR,-0.016190032603633008,-0.03553475935828863,12
ab_alibabaBlock_162.cachesim,alibabaBlock_162,alibabaBlock,3.0,0.553846,0.881936,5.0,19.4,0.5075,ARC,0.7094,ARC,-0.09132216748768474,-0.2432139836481534,12
ab_alibabaBlock_163.cachesim,alibabaBlock_163,alibabaBlock,13.0,0.266543,0.460626,45.0,76.3,0.2363,ThreeLCache-BMR,0.432,ThreeLCache-BMR,-0.12798561151079121,-0.06626388888888886,12
ab_alibabaBlock_164.cachesim,alibabaBlock_164,alibabaBlock,0.455078125,0.514655,0.837238,0.7,1.5,0.5209,S3FIFO-0.1000-2,0.7141,S3FIFO-0.1000-2,0.011988865425225679,-0.1724380338888112,11
ab_alibabaBlock_165.cachesim,alibabaBlock_165,alibabaBlock,34.0,0.37504,0.663361,49.6,88.2,0.3731,GDSF,0.642,ThreeLCache-BMR,-0.005199678370410071,-0.033272585669781876,12
ab_alibabaBlock_166.cachesim,alibabaBlock_166,alibabaBlock,371.0,0.753753,0.869254,634.4,481.1,0.7639,GLCache,0.8772,GLCache,0.013283152245058275,0.009058367533059745,12
ab_alibabaBlock_167.cachesim,alibabaBlock_167,alibabaBlock,55.0,0.923311,0.978884,4.6,12.9,0.8325,S3FIFO-0.1000-2,0.9764,S3FIFO-0.1000-2,-0.10908228228228226,-0.002544039328144132,12
ab_alibabaBlock_168.cachesim,alibabaBlock_168,alibabaBlock,3.0,0.623922,0.85709,8.8,17.4,0.4836,ARC,0.7125,ARC,-0.29016129032258065,-0.20293333333333333,12
ab_alibabaBlock_169.cachesim,alibabaBlock_169,alibabaBlock,354.0,0.771822,0.873953,536.3,379.7,0.7934,GLCache,0.8879,GLCache,0.027196874212251053,0.015707849983106252,12
ab_alibabaBlock_17.cachesim,alibabaBlock_17,alibabaBlock,8.0,0.795573,0.85187,126.6,232.4,0.4982,ThreeLCache-BMR,0.6311,ThreeLCache-BMR,-0.5968948213568848,-0.34981777848201556,12
ab_alibabaBlock_170.cachesim,alibabaBlock_170,alibabaBlock,2.0,0.90519,0.961195,156.1,435.5,0.9008,WTinyLFU-w0.01-SLRU,0.9427,ThreeLCache-BMR,-0.00487344582593251,-0.019619178954068145,12
ab_alibabaBlock_171.cachesim,alibabaBlock_171,alibabaBlock,4.0,0.659609,0.924475,25.4,114.7,0.6605,GDSF,0.8554,GDSF,0.0013489780469341031,-0.08075169511339723,12
ab_alibabaBlock_172.cachesim,alibabaBlock_172,alibabaBlock,3.0,0.373326,0.746598,1.9,4.2,0.3724,GDSF,0.7233,ARC,-0.0024865735767990935,-0.03221070095396091,12
ab_alibabaBlock_173.cachesim,alibabaBlock_173,alibabaBlock,15.0,0.217549,0.530054,97.3,86.3,0.2124,ThreeLCache-BMR,0.5042,ThreeLCache-BMR,-0.024241996233521596,-0.0512772709242365,12
ab_alibabaBlock_174.cachesim,alibabaBlock_174,alibabaBlock,14.0,0.221449,0.498993,100.1,90.8,0.2143,ThreeLCache-BMR,0.479,ThreeLCache-BMR,-0.03335977601493242,-0.04173903966597085,12
ab_alibabaBlock_175.cachesim,alibabaBlock_175,alibabaBlock,67.0,0.437555,0.872811,12.3,68.9,0.4183,GLCache,0.6423,GLCache,-0.04603155629930677,-0.35888369920597857,12
ab_alibabaBlock_176.cachesim,alibabaBlock_176,alibabaBlock,361.0,0.111793,0.738742,29.2,68.2,0.1113,Sieve,0.7352,LRB-BMR,-0.00442946990116808,-0.004817736670293859,12
ab_alibabaBlock_177.cachesim,alibabaBlock_177,alibabaBlock,618.0,0.274089,0.243531,7092.7,4168.8,0.1006,GDSF,0.2153,GDSF,-1.724542743538768,-0.13112401300510917,12
ab_alibabaBlock_178.cachesim,alibabaBlock_178,alibabaBlock,2048.0,0.762173,0.727493,18041.7,5005.7,0.4753,GDSF,0.8659,LeCaR,-0.6035619608668209,0.1598417831158333,12
ab_alibabaBlock_179.cachesim,alibabaBlock_179,alibabaBlock,19.0,0.520233,0.846325,25.7,45.0,0.502,LHD,0.8168,ARC,-0.036320717131473994,-0.03614715964740454,12
ab_alibabaBlock_18.cachesim,alibabaBlock_18,alibabaBlock,356.0,0.736716,0.875304,638.0,435.9,0.7565,GLCache,0.8613,GLCache,0.02615201586252467,-0.016259143155694898,12
ab_alibabaBlock_180.cachesim,alibabaBlock_180,alibabaBlock,1.0,0.446443,0.781213,11.5,31.8,0.4555,Cacheus,0.6598,Cacheus,0.019883644346871652,-0.18401485298575324,12
ab_alibabaBlock_181.cachesim,alibabaBlock_181,alibabaBlock,13.0,0.100301,0.214102,110.7,140.2,0.097,LHD,0.2031,LHD,-0.03403092783505153,-0.054170359428852705,12
ab_alibabaBlock_182.cachesim,alibabaBlock_182,alibabaBlock,2.0,0.368626,0.701293,13.3,56.0,0.3581,ThreeLCache-BMR,0.483,ThreeLCache-BMR,-0.02939402401563819,-0.4519523809523811,12
ab_alibabaBlock_183.cachesim,alibabaBlock_183,alibabaBlock,55.0,0.756471,0.922963,6.0,32.4,0.6771,GLCache,0.9346,GLCache,-0.11722197607443503,0.012451316071046447,12
ab_alibabaBlock_184.cachesim,alibabaBlock_184,alibabaBlock,32.0,0.759631,0.90468,7.9,23.2,0.7149,GLCache,0.919,GLCache,-0.06256959015246882,0.015582154515778018,12
ab_alibabaBlock_185.cachesim,alibabaBlock_185,alibabaBlock,0.34765625,0.494159,0.656976,3.2,3.4,0.4951,ARC,0.6568,ARC,0.0019006261361340531,-0.0002679658952496254,12
ab_alibabaBlock_186.cachesim,alibabaBlock_186,alibabaBlock,0.5361328125,0.523283,0.818264,4.8,9.2,0.5156,S3FIFO-0.1000-2,0.6611,S3FIFO-0.1000-2,-0.014901086113266305,-0.2377310543034336,12
ab_alibabaBlock_187.cachesim,alibabaBlock_187,alibabaBlock,364.0,0.761876,0.860076,442.7,423.0,0.7801,GLCache,0.8775,GLCache,0.023361107550314085,0.019856410256410252,12
ab_alibabaBlock_188.cachesim,alibabaBlock_188,alibabaBlock,20.0,0.275809,0.58701,590.0,485.6,0.3645,LHD,0.6313,ThreeLCache-BMR,0.24332235939643337,0.07015681926184056,12
ab_alibabaBlock_189.cachesim,alibabaBlock_189,alibabaBlock,12.0,0.354553,0.655661,66.2,72.3,0.3156,ThreeLCache-BMR,0.5495,ThreeLCache-BMR,-0.12342522179974656,-0.19319563239308474,12
ab_alibabaBlock_19.cachesim,alibabaBlock_19,alibabaBlock,14.0,0.2248,0.525194,98.2,124.5,0.2188,ThreeLCache-BMR,0.5018,ThreeLCache-BMR,-0.0274223034734918,-0.046620167397369516,12
ab_alibabaBlock_190.cachesim,alibabaBlock_190,alibabaBlock,225.0,0.173175,0.729376,427.6,167.9,0.1395,LHD,0.6683,LHD,-0.24139784946236545,-0.09139009426904088,12
ab_alibabaBlock_191.cachesim,alibabaBlock_191,alibabaBlock,8.0,0.792042,0.851026,130.4,267.1,0.4962,ThreeLCache-BMR,0.6329,ThreeLCache-BMR,-0.5962152357920195,-0.34464528361510494,12
ab_alibabaBlock_192.cachesim,alibabaBlock_192,alibabaBlock,12.0,0.186397,0.423796,85.8,82.6,0.1854,LHD,0.4209,LHD,-0.005377562028047453,-0.0068804941791399616,12
ab_alibabaBlock_193.cachesim,alibabaBlock_193,alibabaBlock,13.0,0.195978,0.433521,84.4,83.3,0.1952,LHD,0.4305,LHD,-0.003985655737704923,-0.007017421602787447,12
ab_alibabaBlock_194.cachesim,alibabaBlock_194,alibabaBlock,19.0,0.34551,0.721395,17.9,32.5,0.3406,LHD,0.7061,LHD,-0.014415736934820815,-0.02166123778501637,12
ab_alibabaBlock_195.cachesim,alibabaBlock_195,alibabaBlock,30.0,0.222255,0.408815,132.8,151.6,0.1717,LHD,0.3401,LHD,-0.2944379732090857,-0.20204351661276085,12
ab_alibabaBlock_196.cachesim,alibabaBlock_196,alibabaBlock,2.0,0.490348,0.875194,38.9,101.5,0.4867,WTinyLFU-w0.01-SLRU,0.8371,ThreeLCache-BMR,-0.0074953770289705865,-0.04550710787241677,12
ab_alibabaBlock_197.cachesim,alibabaBlock_197,alibabaBlock,28.0,0.33154,0.598043,63.5,78.8,0.3269,LHD,0.5872,GLCache,-0.014193943101865943,-0.01846559945504076,12
ab_alibabaBlock_198.cachesim,alibabaBlock_198,alibabaBlock,360.0,0.112717,0.740797,29.5,83.0,0.1115,Sieve,0.7319,LRB-BMR,-0.01091479820627799,-0.012156032244842251,12
ab_alibabaBlock_199.cachesim,alibabaBlock_199,alibabaBlock,1.0,0.477712,0.718614,10.1,18.2,0.4785,GDSF,0.719,GDSF,0.0016468129571576915,0.0005368567454798296,12
ab_alibabaBlock_2.cachesim,alibabaBlock_2,alibabaBlock,41.0,0.394135,0.572154,99.9,154.9,0.3942,GDSF,0.5694,GDSF,0.00016489091831552952,-0.004836670179135993,12
ab_alibabaBlock_20.cachesim,alibabaBlock_20,alibabaBlock,365.0,0.754973,0.867937,509.5,429.4,0.7602,GLCache,0.8698,GLCache,0.006875822152065222,0.0021418716946425146,12
ab_alibabaBlock_200.cachesim,alibabaBlock_200,alibabaBlock,357.0,0.74653,0.861991,506.1,449.7,0.764,GLCache,0.8714,GLCache,0.02286649214659684,0.010797567133348635,12
ab_alibabaBlock_201.cachesim,alibabaBlock_201,alibabaBlock,371.0,0.754096,0.867312,564.4,361.6,0.7821,GLCache,0.8873,GLCache,0.035806162894770524,0.022526766595289086,12
ab_alibabaBlock_202.cachesim,alibabaBlock_202,alibabaBlock,435.0,0.730929,0.984006,388.6,425.5,0.7703,GLCache,0.9909,GLCache,0.05111125535505639,0.006957311534968166,12
ab_alibabaBlock_203.cachesim,alibabaBlock_203,alibabaBlock,6.0,0.201325,0.684214,7.3,10.7,0.1903,LHD,0.6757,ThreeLCache-BMR,-0.05793483972674728,-0.012600266390409978,12
ab_alibabaBlock_204.cachesim,alibabaBlock_204,alibabaBlock,1.0,0.487914,0.730152,8.4,19.7,0.4892,GDSF,0.7299,GDSF,0.0026287816843826844,-0.0003452527743526921,12
ab_alibabaBlock_205.cachesim,alibabaBlock_205,alibabaBlock,30.0,0.784915,0.913096,482.5,533.7,0.5668,LHD,0.8338,LHD,-0.38481827805222313,-0.09510194291196934,12
ab_alibabaBlock_206.cachesim,alibabaBlock_206,alibabaBlock,198.0,0.245458,0.390561,6986.1,7707.0,0.1425,GDSF,0.3047,GDSF,-0.7225122807017546,-0.28178864456842784,12
ab_alibabaBlock_207.cachesim,alibabaBlock_207,alibabaBlock,6144.0,0.736704,0.945381,1538.1,1760.7,0.7441,GDSF,0.9488,GDSF,0.009939524257492217,0.003603499156829627,12
ab_alibabaBlock_208.cachesim,alibabaBlock_208,alibabaBlock,366.0,0.111114,0.748331,46.2,58.2,0.1115,Sieve,0.7351,LRB-BMR,0.003461883408071726,-0.01799891171269214,12
ab_alibabaBlock_209.cachesim,alibabaBlock_209,alibabaBlock,402.0,0.771957,0.982825,40.2,107.3,0.6238,GDSF,0.982,GDSF,-0.2375072138505931,-0.000840122199592632,12
ab_alibabaBlock_21.cachesim,alibabaBlock_21,alibabaBlock,1.0,0.689405,0.921777,163.0,488.4,0.6829,S3FIFO-0.1000-2,0.4673,S3FIFO-0.1000-2,-0.009525552789574015,-0.9725593836935587,11
ab_alibabaBlock_210.cachesim,alibabaBlock_210,alibabaBlock,11.0,0.577116,0.646803,158.5,93.6,0.4801,ThreeLCache-BMR,0.6246,ThreeLCache-BMR,-0.20207456779837518,-0.03554755043227661,12
ab_alibabaBlock_211.cachesim,alibabaBlock_211,alibabaBlock,18.0,0.309406,0.558595,48.7,61.5,0.3013,ThreeLCache-BMR,0.5329,ThreeLCache-BMR,-0.026903418519747764,-0.048217301557515316,12
ab_alibabaBlock_212.cachesim,alibabaBlock_212,alibabaBlock,231.0,0.564634,0.94314,56.9,102.9,0.6441,GDSF,0.9558,GDSF,0.12337525229001714,0.013245448838669183,12
ab_alibabaBlock_213.cachesim,alibabaBlock_213,alibabaBlock,373.0,0.749011,0.856248,457.1,451.3,0.7887,WTinyLFU-w0.01-SLRU,0.8858,WTinyLFU-w0.01-SLRU,0.05032204894129577,0.03336193271618878,12
ab_alibabaBlock_214.cachesim,alibabaBlock_214,alibabaBlock,1.0,0.476989,0.721112,9.9,19.2,0.4769,GDSF,0.7208,GDSF,-0.0001866219333193662,-0.0004328523862374847,12
ab_alibabaBlock_215.cachesim,alibabaBlock_215,alibabaBlock,14.0,0.33376,0.585842,17.1,38.2,0.3272,GDSF,0.5242,ThreeLCache-BMR,-0.020048899755501254,-0.11759252193819149,12
ab_alibabaBlock_216.cachesim,alibabaBlock_216,alibabaBlock,1.0,0.512172,0.680926,8.1,23.8,0.5115,S3FIFO-0.1000-2,0.6458,S3FIFO-0.1000-2,-0.0013137829912023577,-0.05439145246206254,12
ab_alibabaBlock_217.cachesim,alibabaBlock_217,alibabaBlock,1.0,0.560693,0.673751,11.0,16.2,0.5459,ThreeLCache-BMR,0.6686,ThreeLCache-BMR,-0.027098369664773664,-0.007704157941968317,12
