file,trace,dataset,cache_size_mib,loh_mr,loh_bmr,loh_mr_runtime,loh_bmr_runtime,baseline_best_mr,baseline_best_mr_algo,baseline_best_bmr,baseline_best_bmr_algo,mr_gain_vs_best,bmr_gain_vs_best,matched_algo_count
tb_tencentBlock_5560.cachesim,tencentBlock_5560,tencentBlock,34.0,0.570666,0.855189,331.2,250.4,0.5617,GDSF,0.8354,ThreeLCache-BMR,-0.01596225743279336,-0.023688053627004962,10
tb_tencentBlock_5565.cachesim,tencentBlock_5565,tencentBlock,2048.0,0.78388,0.901722,2773.2,2036.6,0.6652,GDSF,0.8888,GDSF,-0.1784125075165364,-0.014538703870387026,10
tb_tencentBlock_5570.cachesim,tencentBlock_5570,tencentBlock,0.216796875,0.976688,0.976489,14.3,12.5,0.7907,Cacheus,0.7032,Cacheus,-0.23521942582521824,-0.3886362343572241,11
tb_tencentBlock_5578.cachesim,tencentBlock_5578,tencentBlock,1.0,0.777137,0.953972,41.0,7.4,0.276,GDSF,0.8732,GDSF,-1.8157137681159417,-0.0925011452130097,11
tb_tencentBlock_5585.cachesim,tencentBlock_5585,tencentBlock,6.0,0.777958,0.959887,10.0,7.7,0.7751,S3FIFO-0.1000-2,0.9591,WTinyLFU-w0.01-SLRU,-0.003687266159205299,-0.0008205609425504048,11
tb_tencentBlock_5589.cachesim,tencentBlock_5589,tencentBlock,2.0,0.888017,0.977136,167.0,110.0,0.777,GDSF,0.9499,GDSF,-0.14287902187902177,-0.028672491841246487,11
tb_tencentBlock_5592.cachesim,tencentBlock_5592,tencentBlock,177.0,0.838996,0.452514,5608.4,2458.8,0.4302,ThreeLCache-BMR,0.2691,ThreeLCache-BMR,-0.9502463970246395,-0.6815830546265329,10
tb_tencentBlock_5600.cachesim,tencentBlock_5600,tencentBlock,1.0,0.098447,0.236866,12.1,6.0,0.089,GDSF,0.2316,ThreeLCache-BMR,-0.10614606741573046,-0.02273747841105351,11
tb_tencentBlock_5606.cachesim,tencentBlock_5606,tencentBlock,2.0,0.368215,0.532137,8.1,7.4,0.3717,ThreeLCache-BMR,0.5341,ThreeLCache-BMR,0.00937584073177283,0.003675341696311642,11
tb_tencentBlock_5615.cachesim,tencentBlock_5615,tencentBlock,140.0,0.99986,0.999858,70.3,71.8,0.9996,S3FIFO-0.1000-2,0.9996,S3FIFO-0.1000-2,-0.00026010404161657357,-0.00025810324129649904,10
tb_tencentBlock_5623.cachesim,tencentBlock_5623,tencentBlock,3.0,0.627686,0.827512,82.9,45.6,0.1693,LHD,0.6475,S3FIFO-0.1000-2,-2.7075369167158887,-0.2780108108108109,11
tb_tencentBlock_5628.cachesim,tencentBlock_5628,tencentBlock,3.0,0.339647,0.804761,23.0,25.3,0.1913,GDSF,0.6843,S3FIFO-0.1000-2,-0.7754678515420804,-0.17603536460616678,11
tb_tencentBlock_5631.cachesim,tencentBlock_5631,tencentBlock,37.0,0.967703,0.913356,2628.2,828.9,0.6491,GDSF,0.793,GDSF,-0.49083808350023106,-0.1517730138713744,10
tb_tencentBlock_5632.cachesim,tencentBlock_5632,tencentBlock,4.0,0.693106,0.928588,91.8,78.2,0.3519,GDSF,0.8032,GDSF,-0.9696106848536516,-0.15611055776892424,11
tb_tencentBlock_5641.cachesim,tencentBlock_5641,tencentBlock,4.0,0.695049,0.911172,109.2,108.3,0.4707,WTinyLFU-w0.01-SLRU,0.8224,GDSF,-0.4766284257488847,-0.10794260700389101,11
tb_tencentBlock_5646.cachesim,tencentBlock_5646,tencentBlock,2.0,0.450779,0.614458,11.0,9.9,0.4505,ThreeLCache-BMR,0.6103,ThreeLCache-BMR,-0.0006193118756936154,-0.006813042765852852,11
tb_tencentBlock_5647.cachesim,tencentBlock_5647,tencentBlock,2.0,0.16392,0.384477,6.5,7.1,0.1607,S3FIFO-0.1000-2,0.3839,ThreeLCache-BMR,-0.02003733665214686,-0.001502995571763465,11
tb_tencentBlock_5652.cachesim,tencentBlock_5652,tencentBlock,0.873046875,0.793801,0.859051,7.8,7.1,0.5366,LHD,0.7013,S3FIFO-0.1000-2,-0.47931606410734257,-0.22494082418365888,11
tb_tencentBlock_5659.cachesim,tencentBlock_5659,tencentBlock,0.4521484375,0.302882,0.485087,1.6,1.6,0.3162,Cacheus,0.4416,ARC,0.042118912080961406,-0.09847599637681159,11
tb_tencentBlock_5664.cachesim,tencentBlock_5664,tencentBlock,1.0,0.59626,0.724337,24.8,18.9,0.489,GDSF,0.6957,GDSF,-0.21934560327198369,-0.04116285755354323,11
tb_tencentBlock_5673.cachesim,tencentBlock_5673,tencentBlock,3.0,0.898135,0.951623,230.7,132.4,0.7407,LHD,0.9436,S3FIFO-0.1000-2,-0.21254894019171053,-0.00850254345061467,11
tb_tencentBlock_5682.cachesim,tencentBlock_5682,tencentBlock,4.0,0.779778,0.422911,136.3,12.4,0.143,ThreeLCache-BMR,0.4107,ThreeLCache-BMR,-4.452993006993007,-0.029732164597029393,11
tb_tencentBlock_5685.cachesim,tencentBlock_5685,tencentBlock,2.0,0.738076,0.801153,68.0,24.9,0.1865,GDSF,0.7459,S3FIFO-0.1000-2,-2.957512064343163,-0.07407561335299638,11
tb_tencentBlock_5690.cachesim,tencentBlock_5690,tencentBlock,5.0,0.451028,0.564559,28.3,25.1,0.4243,ThreeLCache-BMR,0.4189,ThreeLCache-BMR,-0.06299316521329242,-0.34771783241823834,11
tb_tencentBlock_5695.cachesim,tencentBlock_5695,tencentBlock,0.4248046875,0.369828,0.320747,2.8,2.7,0.2718,S3FIFO-0.1000-2,0.2527,ARC,-0.36066225165562915,-0.26927977839335193,11
tb_tencentBlock_5702.cachesim,tencentBlock_5702,tencentBlock,5.0,0.434959,0.693864,8.9,7.6,0.4145,S3FIFO-0.1000-2,0.6065,ARC,-0.049358262967430656,-0.14404616652926627,11
tb_tencentBlock_5709.cachesim,tencentBlock_5709,tencentBlock,2.0,0.754953,0.881748,75.8,63.9,0.2407,S3FIFO-0.1000-2,0.6673,S3FIFO-0.1000-2,-2.13648940589946,-0.32136670163344816,11
tb_tencentBlock_5710.cachesim,tencentBlock_5710,tencentBlock,29.0,0.090096,0.168943,184.1,83.4,0.0856,ThreeLCache-BMR,0.1649,ThreeLCache-BMR,-0.052523364485981314,-0.024517889630078952,10
tb_tencentBlock_5719.cachesim,tencentBlock_5719,tencentBlock,3.0,0.201772,0.593936,7.5,5.3,0.2034,GDSF,0.5879,GDSF,0.008003933136676453,-0.010267052219765337,11
tb_tencentBlock_5725.cachesim,tencentBlock_5725,tencentBlock,3.0,0.64961,0.836381,11.4,9.6,0.645,GDSF,0.834,Cacheus,-0.007147286821705431,-0.002854916067146376,11
tb_tencentBlock_5732.cachesim,tencentBlock_5732,tencentBlock,363.0,0.957834,0.976461,709.3,316.7,0.9372,LHD,0.9631,LHD,-0.022016645326504405,-0.013872910393520992,10
tb_tencentBlock_5735.cachesim,tencentBlock_5735,tencentBlock,3.0,0.857644,0.982003,261.4,114.4,0.7153,WTinyLFU-w0.01-SLRU,0.8541,GDSF,-0.1989990213896266,-0.14975178550521015,11
tb_tencentBlock_5742.cachesim,tencentBlock_5742,tencentBlock,6.0,0.329587,0.756427,20.6,22.1,0.325,GDSF,0.6819,GDSF,-0.014113846153846176,-0.10929315148848807,11
tb_tencentBlock_5747.cachesim,tencentBlock_5747,tencentBlock,23.0,0.447402,0.787038,441.8,481.6,0.466,GDSF,0.6451,GDSF,0.0399098712446352,-0.22002480235622385,11
tb_tencentBlock_5753.cachesim,tencentBlock_5753,tencentBlock,3.0,0.425225,0.58916,14.4,16.7,0.4133,LRB-BMR,0.5515,ThreeLCache-BMR,-0.028853133317203045,-0.06828649138712607,11
tb_tencentBlock_5756.cachesim,tencentBlock_5756,tencentBlock,6.0,0.588175,0.484345,56.6,38.4,0.5239,ThreeLCache-BMR,0.4139,ThreeLCache-BMR,-0.12268562702805873,-0.17019811548683267,11
tb_tencentBlock_5764.cachesim,tencentBlock_5764,tencentBlock,17.0,0.573841,0.79464,190.8,112.2,0.5498,LHD,0.76,ThreeLCache-BMR,-0.043726809748999805,-0.04557894736842106,11
tb_tencentBlock_5771.cachesim,tencentBlock_5771,tencentBlock,1.0,0.513638,0.670492,14.3,11.2,0.5197,ThreeLCache-BMR,0.6731,ThreeLCache-BMR,0.011664421781797212,0.0038746100133710513,11
tb_tencentBlock_5777.cachesim,tencentBlock_5777,tencentBlock,3.0,0.701358,0.882779,74.7,75.4,0.437,GDSF,0.7585,GDSF,-0.604938215102975,-0.16384838497033624,11
tb_tencentBlock_5778.cachesim,tencentBlock_5778,tencentBlock,6.0,0.640314,0.794255,129.9,89.0,0.6037,ThreeLCache-BMR,0.7629,ThreeLCache-BMR,-0.06064932913698863,-0.04109975095032117,11
tb_tencentBlock_5783.cachesim,tencentBlock_5783,tencentBlock,3.0,0.521484,0.794201,29.2,44.3,0.4629,S3FIFO-0.1000-2,0.7366,S3FIFO-0.1000-2,-0.12655865197666877,-0.07819847950040729,10
tb_tencentBlock_5788.cachesim,tencentBlock_5788,tencentBlock,5.0,0.686437,0.681324,90.8,41.3,0.3945,GDSF,0.6125,S3FIFO-0.1000-2,-0.740017743979721,-0.11236571428571428,11
tb_tencentBlock_5793.cachesim,tencentBlock_5793,tencentBlock,2.0,0.734475,0.479951,42.7,5.8,0.1666,GDSF,0.4511,WTinyLFU-w0.01-SLRU,-3.4086134453781516,-0.06395699401463094,11
tb_tencentBlock_5794.cachesim,tencentBlock_5794,tencentBlock,4.0,0.829784,0.884793,90.5,121.0,0.5068,ThreeLCache-BMR,0.6024,ThreeLCache-BMR,-0.6373007103393842,-0.4687798804780876,11
tb_tencentBlock_5800.cachesim,tencentBlock_5800,tencentBlock,2.0,0.493664,0.631983,16.0,10.3,0.4804,ThreeLCache-BMR,0.6302,ThreeLCache-BMR,-0.02761032472939217,-0.002829260552205616,11
tb_tencentBlock_5806.cachesim,tencentBlock_5806,tencentBlock,10.0,0.370134,0.724931,19.5,13.3,0.3633,GDSF,0.7198,ThreeLCache-BMR,-0.018810900082576403,-0.0071283689913864915,11
tb_tencentBlock_5808.cachesim,tencentBlock_5808,tencentBlock,4.0,0.414652,0.775747,59.8,17.3,0.191,GDSF,0.6766,GDSF,-1.170952879581152,-0.14653709725096067,11
tb_tencentBlock_5814.cachesim,tencentBlock_5814,tencentBlock,3.0,0.510341,0.765374,20.3,11.3,0.5081,ThreeLCache-BMR,0.7566,Cacheus,-0.004410549104507082,-0.011596616441977198,11
tb_tencentBlock_5823.cachesim,tencentBlock_5823,tencentBlock,3.0,0.774863,0.793302,53.3,14.3,0.3637,GDSF,0.7705,ThreeLCache-BMR,-1.1305004124278248,-0.02959377027903957,11
tb_tencentBlock_5831.cachesim,tencentBlock_5831,tencentBlock,4.0,0.714318,0.89547,104.7,41.2,0.4306,GDSF,0.84,WTinyLFU-w0.01-SLRU,-0.6588899210404088,-0.06603571428571431,11
tb_tencentBlock_5836.cachesim,tencentBlock_5836,tencentBlock,1.0,0.446622,0.57334,13.3,10.1,0.4525,ThreeLCache-BMR,0.5767,ThreeLCache-BMR,0.012990055248618772,0.00582625281775625,11
tb_tencentBlock_5840.cachesim,tencentBlock_5840,tencentBlock,0.857421875,0.269549,0.413213,8.5,8.7,0.2762,S3FIFO-0.1000-2,0.3989,S3FIFO-0.1000-2,0.02408037653874011,-0.035881173226372576,11
tb_tencentBlock_5842.cachesim,tencentBlock_5842,tencentBlock,3.0,0.661876,0.661132,36.5,8.8,0.2697,GDSF,0.6508,GDSF,-1.4541193919169448,-0.015875845113706218,11
tb_tencentBlock_5851.cachesim,tencentBlock_5851,tencentBlock,1.0,0.486091,0.654799,13.6,9.5,0.4887,GDSF,0.6502,ThreeLCache-BMR,0.005338653570697826,-0.007073208243617379,11
tb_tencentBlock_5853.cachesim,tencentBlock_5853,tencentBlock,35.0,0.623738,0.910798,28.0,17.4,0.6181,S3FIFO-0.1000-2,0.9004,LRB-BMR,-0.009121501375182061,-0.011548200799644623,11
tb_tencentBlock_5857.cachesim,tencentBlock_5857,tencentBlock,2.0,0.546538,0.72957,13.8,10.6,0.5473,ThreeLCache-BMR,0.7237,ThreeLCache-BMR,0.0013922894207930576,-0.008111095757910794,11
tb_tencentBlock_5858.cachesim,tencentBlock_5858,tencentBlock,12.0,0.969577,0.949448,652.3,361.8,0.7283,LHD,0.9232,LRB-BMR,-0.3312879307977483,-0.02843154246100513,11
tb_tencentBlock_5867.cachesim,tencentBlock_5867,tencentBlock,0.732421875,0.873294,0.47346,44.1,6.3,0.2198,GDSF,0.4698,ARC,-2.973130118289354,-0.0077905491698595074,11
tb_tencentBlock_5875.cachesim,tencentBlock_5875,tencentBlock,19.0,0.42147,0.689036,27.6,27.7,0.416,GDSF,0.69,ThreeLCache-BMR,-0.013149038461538535,0.0013971014492753116,10
tb_tencentBlock_5883.cachesim,tencentBlock_5883,tencentBlock,1.0,0.774906,0.226374,53.2,3.6,0.0997,GDSF,0.2189,ARC,-6.772377131394182,-0.0341434444952032,10
tb_tencentBlock_5884.cachesim,tencentBlock_5884,tencentBlock,7.0,0.232009,0.61443,11.6,7.0,0.2353,ThreeLCache-BMR,0.6124,LRB-BMR,0.013986400339991567,-0.0033148269105159637,11
tb_tencentBlock_5893.cachesim,tencentBlock_5893,tencentBlock,17.0,0.391407,0.848315,31.1,21.8,0.3968,GDSF,0.7326,ThreeLCache-BMR,0.013591229838709631,-0.15795113295113297,11
tb_tencentBlock_5901.cachesim,tencentBlock_5901,tencentBlock,2.0,0.603282,0.736002,14.1,9.4,0.5983,Cacheus,0.7342,Cacheus,-0.008326926291158165,-0.0024543721056933827,11
tb_tencentBlock_5904.cachesim,tencentBlock_5904,tencentBlock,0.46875,0.616033,0.554974,16.4,6.3,0.4155,S3FIFO-0.1000-2,0.4669,S3FIFO-0.1000-2,-0.4826305655836344,-0.18863568215892051,11
tb_tencentBlock_5908.cachesim,tencentBlock_5908,tencentBlock,4.0,0.487919,0.504084,34.7,32.1,0.4378,ThreeLCache-BMR,0.4613,ThreeLCache-BMR,-0.11447921425308352,-0.09274658573596356,11
tb_tencentBlock_5911.cachesim,tencentBlock_5911,tencentBlock,5.0,0.254043,0.681806,21.5,18.6,0.2744,GDSF,0.6717,ThreeLCache-BMR,0.07418731778425641,-0.01504540717582263,11
tb_tencentBlock_5913.cachesim,tencentBlock_5913,tencentBlock,142.0,0.468486,0.763063,214.1,128.1,0.4778,GLCache,0.7356,ThreeLCache-BMR,0.019493511929677666,-0.037334148994018504,10
tb_tencentBlock_5920.cachesim,tencentBlock_5920,tencentBlock,1.0,0.364391,0.596221,15.0,10.2,0.365,ThreeLCache-BMR,0.5942,ThreeLCache-BMR,0.0016684931506848512,-0.003401211713227955,11
tb_tencentBlock_5927.cachesim,tencentBlock_5927,tencentBlock,30.0,0.979142,0.925791,4068.5,1138.9,0.7053,GDSF,0.7649,GDSF,-0.38826315043244,-0.21034252843508955,10
tb_tencentBlock_5931.cachesim,tencentBlock_5931,tencentBlock,4.0,0.58422,0.775415,17.0,11.1,0.5792,Cacheus,0.7749,Cacheus,-0.008667127071823055,-0.0006646018841139917,11
tb_tencentBlock_5933.cachesim,tencentBlock_5933,tencentBlock,5.0,0.284417,0.592207,13.1,6.9,0.2794,S3FIFO-0.1000-2,0.5869,S3FIFO-0.1000-2,-0.01795633500357908,-0.009042426307718626,11
tb_tencentBlock_5936.cachesim,tencentBlock_5936,tencentBlock,2.0,0.142713,0.715672,11.0,8.1,0.1414,S3FIFO-0.1000-2,0.6947,S3FIFO-0.1000-2,-0.009285714285714347,-0.030188570606016974,11
tb_tencentBlock_5943.cachesim,tencentBlock_5943,tencentBlock,0.9951171875,0.175235,0.486994,5.4,3.1,0.1865,ThreeLCache-BMR,0.4586,S3FIFO-0.1000-2,0.06040214477211795,-0.061914522459659775,10
tb_tencentBlock_5951.cachesim,tencentBlock_5951,tencentBlock,1.0,0.781895,0.914364,62.5,10.4,0.1549,GDSF,0.8239,GDSF,-4.047740477727566,-0.10979973297730306,11
tb_tencentBlock_5952.cachesim,tencentBlock_5952,tencentBlock,2.0,0.613023,0.898464,33.4,27.3,0.3413,GDSF,0.834,GDSF,-0.7961412247289774,-0.07729496402877707,11
tb_tencentBlock_5957.cachesim,tencentBlock_5957,tencentBlock,5.0,0.508666,0.757086,25.2,23.2,0.4855,ThreeLCache-BMR,0.7306,ThreeLCache-BMR,-0.047715756951596223,-0.03625239529154121,11
tb_tencentBlock_5963.cachesim,tencentBlock_5963,tencentBlock,4.0,0.630477,0.83611,46.6,52.9,0.2476,GDSF,0.6145,S3FIFO-0.1000-2,-1.5463529886914378,-0.3606346623270951,11
tb_tencentBlock_5968.cachesim,tencentBlock_5968,tencentBlock,2.0,0.706675,0.880857,8.0,5.9,0.704,GDSF,0.8789,GDSF,-0.003799715909091043,-0.0022266469450449274,11
tb_tencentBlock_5971.cachesim,tencentBlock_5971,tencentBlock,10.0,0.512728,0.700043,16.4,10.8,0.5325,S3FIFO-0.1000-2,0.6934,S3FIFO-0.1000-2,0.03713051643192491,-0.009580328814536998,11
tb_tencentBlock_5975.cachesim,tencentBlock_5975,tencentBlock,1.0,0.235066,0.423486,21.2,13.6,0.2231,ThreeLCache-BMR,0.4193,ThreeLCache-BMR,-0.05363514119229047,-0.009983305509181892,11
tb_tencentBlock_5979.cachesim,tencentBlock_5979,tencentBlock,4.0,0.428391,0.588167,39.8,20.1,0.4067,ThreeLCache-BMR,0.5757,ThreeLCache-BMR,-0.05333415293828379,-0.02165537606392219,11
tb_tencentBlock_5985.cachesim,tencentBlock_5985,tencentBlock,4.0,0.398969,0.554483,15.6,13.8,0.3675,ThreeLCache-BMR,0.5356,ThreeLCache-BMR,-0.08562993197278919,-0.03525578790141894,11
tb_tencentBlock_5993.cachesim,tencentBlock_5993,tencentBlock,2.0,0.684755,0.913461,21.7,8.2,0.4995,GDSF,0.8693,S3FIFO-0.1000-2,-0.3708808808808809,-0.050800644196479935,11
tb_tencentBlock_6002.cachesim,tencentBlock_6002,tencentBlock,4.0,0.194982,0.582429,6.0,5.0,0.1928,LRB-BMR,0.5789,LRB-BMR,-0.011317427385892061,-0.0060960442217999735,11
tb_tencentBlock_6005.cachesim,tencentBlock_6005,tencentBlock,0.7724609375,0.931799,0.434664,20.1,3.4,0.3068,Cacheus,0.4345,ThreeLCache-BMR,-2.0371544980443286,-0.0003774453394706501,11
tb_tencentBlock_6006.cachesim,tencentBlock_6006,tencentBlock,2.0,0.341602,0.761924,15.9,8.1,0.3259,GDSF,0.7564,S3FIFO-0.1000-2,-0.04818042344277383,-0.0073030142781598155,11
tb_tencentBlock_6008.cachesim,tencentBlock_6008,tencentBlock,4.0,0.823234,0.90518,113.2,108.5,0.5031,ThreeLCache-BMR,0.568,ThreeLCache-BMR,-0.6363227986483802,-0.5936267605633804,11
tb_tencentBlock_6013.cachesim,tencentBlock_6013,tencentBlock,3.0,0.698804,0.909865,82.1,26.0,0.363,GDSF,0.8251,GDSF,-0.9250798898071625,-0.10273300206035643,11
tb_tencentBlock_6014.cachesim,tencentBlock_6014,tencentBlock,8.0,0.530674,0.895156,72.9,82.9,0.5398,S3FIFO-0.1000-2,0.8895,S3FIFO-0.1000-2,0.016906261578362298,-0.006358628442945469,11
tb_tencentBlock_6018.cachesim,tencentBlock_6018,tencentBlock,34.0,0.483355,0.833867,15.1,15.8,0.4822,GDSF,0.8316,ThreeLCache-BMR,-0.0023952716715055196,-0.002726070226070249,11
tb_tencentBlock_6025.cachesim,tencentBlock_6025,tencentBlock,1.0,0.913413,0.958658,67.3,63.5,0.28,ThreeLCache-BMR,0.6332,S3FIFO-0.1000-2,-2.2621892857142853,-0.513989260897031,11
tb_tencentBlock_6032.cachesim,tencentBlock_6032,tencentBlock,3.0,0.471113,0.656842,8.5,8.2,0.4657,Cacheus,0.6549,ThreeLCache-BMR,-0.011623362679836807,-0.0029653382195755063,11
tb_tencentBlock_6033.cachesim,tencentBlock_6033,tencentBlock,5.0,0.701023,0.779766,82.2,70.7,0.242,S3FIFO-0.1000-2,0.5551,ThreeLCache-BMR,-1.896789256198347,-0.40473067915690847,11
tb_tencentBlock_6040.cachesim,tencentBlock_6040,tencentBlock,1.0,0.150154,0.468731,4.8,4.0,0.1566,ThreeLCache-BMR,0.4572,S3FIFO-0.1000-2,0.04116219667943793,-0.025220909886264246,11
tb_tencentBlock_6048.cachesim,tencentBlock_6048,tencentBlock,4.0,0.427082,0.503431,21.3,16.8,0.3909,LRB-BMR,0.4712,ThreeLCache-BMR,-0.09256075722691223,-0.06840195246179956,11
tb_tencentBlock_6057.cachesim,tencentBlock_6057,tencentBlock,8.0,0.495773,0.633219,11.1,11.2,0.4899,GDSF,0.6316,ThreeLCache-BMR,-0.011988160849152923,-0.002563331222292473,11
tb_tencentBlock_6063.cachesim,tencentBlock_6063,tencentBlock,35.0,0.977692,0.925981,3436.2,1440.1,0.6775,GDSF,0.7965,GDSF,-0.4430878228782288,-0.16256246076585068,10
tb_tencentBlock_6065.cachesim,tencentBlock_6065,tencentBlock,10.0,0.702318,0.901429,237.4,78.2,0.6511,LHD,0.8776,LRB-BMR,-0.07866379972354474,-0.027152461257976285,11
tb_tencentBlock_6068.cachesim,tencentBlock_6068,tencentBlock,15.0,0.453286,0.637883,65.5,45.0,0.3865,LHD,0.5944,WTinyLFU-w0.01-SLRU,-0.1727968952134541,-0.07315444145356652,11
tb_tencentBlock_6076.cachesim,tencentBlock_6076,tencentBlock,3.0,0.468742,0.620077,17.0,10.1,0.4813,LRB-BMR,0.5958,ThreeLCache-BMR,0.026091834614585526,-0.04074689493118495,11
tb_tencentBlock_6077.cachesim,tencentBlock_6077,tencentBlock,3.0,0.342088,0.580971,11.6,9.8,0.2852,S3FIFO-0.1000-2,0.4126,S3FIFO-0.1000-2,-0.19946704067321175,-0.40807319437712064,11
tb_tencentBlock_6082.cachesim,tencentBlock_6082,tencentBlock,1.0,0.250626,0.890533,6.6,3.6,0.2564,GDSF,0.8802,ARC,0.022519500780031204,-0.011739377414224083,10
tb_tencentBlock_6083.cachesim,tencentBlock_6083,tencentBlock,2.0,0.74234,0.872906,50.1,5.4,0.2191,GDSF,0.8534,S3FIFO-0.1000-2,-2.3881332724783206,-0.022856808061870064,11
tb_tencentBlock_6090.cachesim,tencentBlock_6090,tencentBlock,1.0,0.829345,0.923675,52.8,42.3,0.2822,GDSF,0.556,S3FIFO-0.1000-2,-1.9388554216867468,-0.6612859712230215,11
tb_tencentBlock_6099.cachesim,tencentBlock_6099,tencentBlock,1.0,0.424056,0.623999,15.2,12.3,0.4284,ThreeLCache-BMR,0.6239,ThreeLCache-BMR,0.010140056022408998,-0.00015867927552486012,11
tb_tencentBlock_6102.cachesim,tencentBlock_6102,tencentBlock,7.0,0.328579,0.920319,17.9,23.6,0.3298,GDSF,0.8602,WTinyLFU-w0.01-SLRU,0.0037022437841114984,-0.06988956056730997,11
tb_tencentBlock_6107.cachesim,tencentBlock_6107,tencentBlock,4.0,0.607481,0.315714,95.4,22.1,0.2307,ThreeLCache-BMR,0.3112,ThreeLCache-BMR,-1.6332076289553534,-0.014505141388174866,11
tb_tencentBlock_6108.cachesim,tencentBlock_6108,tencentBlock,17.0,0.670613,0.734434,31.5,20.4,0.6657,GLCache,0.7073,S3FIFO-0.1000-2,-0.007380201291873301,-0.03836278806729816,11
tb_tencentBlock_6111.cachesim,tencentBlock_6111,tencentBlock,3.0,0.812011,0.865649,85.5,73.2,0.4396,ThreeLCache-BMR,0.3964,ThreeLCache-BMR,-0.8471587807097363,-1.1837764883955602,11
tb_tencentBlock_6118.cachesim,tencentBlock_6118,tencentBlock,0.9990234375,0.64067,0.249014,25.5,8.1,0.2524,Cacheus,0.2376,Cacheus,-1.5383122028526146,-0.04803872053872057,11
tb_tencentBlock_6127.cachesim,tencentBlock_6127,tencentBlock,0.7783203125,0.154663,0.317822,7.6,6.3,0.1589,ThreeLCache-BMR,0.3121,ThreeLCache-BMR,0.02666456891126506,-0.018333867350208283,11
tb_tencentBlock_6132.cachesim,tencentBlock_6132,tencentBlock,7.0,0.874351,0.830076,346.6,92.7,0.5033,GDSF,0.8267,WTinyLFU-w0.01-SLRU,-0.7372362408106498,-0.0040837063021652905,11
tb_tencentBlock_6137.cachesim,tencentBlock_6137,tencentBlock,6.0,0.514903,0.776003,15.4,14.7,0.5168,GDSF,0.7744,ThreeLCache-BMR,0.003670665634674995,-0.0020699896694215147,11
tb_tencentBlock_6142.cachesim,tencentBlock_6142,tencentBlock,7.0,0.484683,0.86277,62.2,75.0,0.3557,GDSF,0.7598,WTinyLFU-w0.01-SLRU,-0.36261737419173445,-0.13552250592261122,11
tb_tencentBlock_6151.cachesim,tencentBlock_6151,tencentBlock,4.0,0.846432,0.904315,83.6,83.2,0.5441,ThreeLCache-BMR,0.5387,ThreeLCache-BMR,-0.5556552104392574,-0.6786987191386673,11
tb_tencentBlock_6158.cachesim,tencentBlock_6158,tencentBlock,2.0,0.495689,0.544738,51.6,14.9,0.3012,ThreeLCache-BMR,0.5423,ThreeLCache-BMR,-0.6457138114209826,-0.004495666605200168,11
tb_tencentBlock_6164.cachesim,tencentBlock_6164,tencentBlock,10.0,0.836311,0.827671,381.3,80.5,0.5011,LHD,0.8311,ThreeLCache-BMR,-0.6689503093194972,0.004125857297557339,11
tb_tencentBlock_6171.cachesim,tencentBlock_6171,tencentBlock,8.0,0.320229,0.857931,49.7,42.0,0.3269,GDSF,0.8487,ThreeLCache-BMR,0.020406852248394117,-0.010876634853305043,11
tb_tencentBlock_6175.cachesim,tencentBlock_6175,tencentBlock,0.0703125,0.131549,0.165775,0.4,0.2,0.1315,GDSF,0.1658,GDSF,-0.0003726235741444372,0.00015078407720143093,11
tb_tencentBlock_6181.cachesim,tencentBlock_6181,tencentBlock,7.0,0.50135,0.66886,11.0,10.9,0.4996,ThreeLCache-BMR,0.6652,ThreeLCache-BMR,-0.0035028022417933824,-0.005502104630186405,11
tb_tencentBlock_6182.cachesim,tencentBlock_6182,tencentBlock,17.0,0.783289,0.853418,66.5,62.2,0.7663,ThreeLCache-BMR,0.8416,ThreeLCache-BMR,-0.022170168341380702,-0.01404230038022813,10
tb_tencentBlock_6190.cachesim,tencentBlock_6190,tencentBlock,8.0,0.788458,0.921231,235.8,166.6,0.348,WTinyLFU-w0.01-SLRU,0.8222,GDSF,-1.2656839080459772,-0.12044636341522741,11
tb_tencentBlock_6197.cachesim,tencentBlock_6197,tencentBlock,0.99609375,0.368217,0.915284,14.9,6.7,0.3736,GDSF,0.9082,S3FIFO-0.1000-2,0.014408458244111272,-0.007800044043162276,10
tb_tencentBlock_6205.cachesim,tencentBlock_6205,tencentBlock,1.0,0.791545,0.418637,56.9,11.8,0.244,GDSF,0.3707,Cacheus,-2.244036885245902,-0.12931480981926088,11
tb_tencentBlock_6209.cachesim,tencentBlock_6209,tencentBlock,3.0,0.82721,0.976461,157.4,64.9,0.6155,WTinyLFU-w0.01-SLRU,0.8773,GDSF,-0.3439642567018683,-0.11302975037045487,11
tb_tencentBlock_6215.cachesim,tencentBlock_6215,tencentBlock,1.0,0.43234,0.653927,7.9,4.5,0.3852,GDSF,0.636,GDSF,-0.12237798546209766,-0.028187106918239033,10
tb_tencentBlock_6222.cachesim,tencentBlock_6222,tencentBlock,4.0,0.512644,0.624427,39.1,21.7,0.424,ThreeLCache-BMR,0.5947,ThreeLCache-BMR,-0.20906603773584906,-0.04998654783924659,11
tb_tencentBlock_6229.cachesim,tencentBlock_6229,tencentBlock,6.0,0.375925,0.873998,14.7,12.9,0.3805,WTinyLFU-w0.01-SLRU,0.8627,WTinyLFU-w0.01-SLRU,0.01202365308804204,-0.013096093659441324,11
