idx,rep,seed,run_timestamp,exit_code,miss_ratio,byte_miss_ratio,throughput_mqps,trace_file,cache_ratio,config
1,1,101,modes3_batch_0130_021623__meta_reag.oracleGeneral.zst_001_r01,0,0.368023,0.218105,0.01,"data/MetaCDN/meta_reag.oracleGeneral.zst",0.1,"LOH_DEBUG_LEVEL=0 LOH_RL_ALGO=SAC LOH_SCORE_MODEL=linear LOH_INCLUDE_REQUEST=1 LOH_FEATURE_LOG1P=1 LOH_FEATURE_LOG1P_RECIPROCAL=0 LOH_ENABLE_FEATURE_NORMALIZATION=1 LOH_USE_HEURISTIC_SIGNS=1 LOH_DUAL_CHANNEL=0 LOH_USE_SOFTMAX=1 LOH_SOFT_PRIOR=0 LOH_SOFTMAX_TEMP=1.3 LOH_ACTION_SCALE=0.5 RL_UPDATE_INTERVAL=200 LOH_WEIGHT_EMA=0.9 LOH_WEIGHT_CLIP=1.0 LOH_SCORE_USE_COMPOUND=1 LOH_SCORE_USE_IRT=1"
2,1,201,modes3_batch_0130_021623__meta_reag.oracleGeneral.zst_002_r01,0,0.414926,0.238559,0.01,"data/MetaCDN/meta_reag.oracleGeneral.zst",0.1,"LOH_DEBUG_LEVEL=0 LOH_RL_ALGO=SAC LOH_SCORE_MODEL=linear LOH_INCLUDE_REQUEST=1 LOH_FEATURE_LOG1P=1 LOH_FEATURE_LOG1P_RECIPROCAL=0 LOH_ENABLE_FEATURE_NORMALIZATION=1 LOH_USE_HEURISTIC_SIGNS=1 LOH_DUAL_CHANNEL=0 LOH_USE_SOFTMAX=1 LOH_SOFT_PRIOR=0 LOH_SOFTMAX_TEMP=1.3 LOH_ACTION_SCALE=0.5 RL_UPDATE_INTERVAL=200 LOH_WEIGHT_EMA=0.9 LOH_WEIGHT_CLIP=1.0 LOH_SCORE_USE_COMPOUND=0 LOH_SCORE_USE_IRT=1"
3,1,301,modes3_batch_0130_021623__meta_reag.oracleGeneral.zst_003_r01,0,0.367960,0.217561,0.02,"data/MetaCDN/meta_reag.oracleGeneral.zst",0.1,"LOH_DEBUG_LEVEL=0 LOH_RL_ALGO=SAC LOH_SCORE_MODEL=linear LOH_INCLUDE_REQUEST=1 LOH_FEATURE_LOG1P=1 LOH_FEATURE_LOG1P_RECIPROCAL=0 LOH_ENABLE_FEATURE_NORMALIZATION=1 LOH_USE_HEURISTIC_SIGNS=1 LOH_DUAL_CHANNEL=0 LOH_USE_SOFTMAX=1 LOH_SOFT_PRIOR=0 LOH_SOFTMAX_TEMP=1.3 LOH_ACTION_SCALE=0.5 RL_UPDATE_INTERVAL=200 LOH_WEIGHT_EMA=0.9 LOH_WEIGHT_CLIP=1.0 LOH_SCORE_USE_COMPOUND=0 LOH_SCORE_USE_IRT=0"
